"DateTime","mod","taxon","value"
2021-03-08,"ZOO","copepod",0.0129966027272924
2021-03-08,"ZOO","rotifer",0.0824760305057428
2021-03-08,"ZOO","total",0.158717631134463
2021-04-05,"ZOO","cladoceran",0.0412433079853032
2021-04-05,"ZOO","copepod",0.0657958495307505
2021-04-05,"ZOO","rotifer",0.0125090524671844
2021-04-05,"ZOO","total",0.119548209983238
2021-06-15,"ZOO","cladoceran",1.91269897971259
2021-06-15,"ZOO","copepod",2.88994740221346
2021-06-15,"ZOO","rotifer",0.304177403636084
2021-06-15,"ZOO","total",5.10682378556213
2021-06-16,"ZOO","cladoceran",2.14474123849665
2021-06-16,"ZOO","copepod",2.66760087450279
2021-06-16,"ZOO","rotifer",0.0905152554594777
2021-06-16,"ZOO","total",4.90285736845893
2021-06-28,"ZOO","cladoceran",0.189245245374191
2021-06-28,"ZOO","copepod",0.360899402472819
2021-06-28,"ZOO","rotifer",0.0214856599932505
2021-06-28,"ZOO","total",0.571630307840261
2021-07-07,"ZOO","cladoceran",0.634253265144487
2021-07-07,"ZOO","copepod",2.14460286571015
2021-07-07,"ZOO","rotifer",0.160468196505997
2021-07-07,"ZOO","total",2.93932432736063
2021-07-08,"ZOO","cladoceran",0.151211593090986
2021-07-08,"ZOO","copepod",1.74223132862307
2021-07-08,"ZOO","rotifer",0.255215753103635
2021-07-08,"ZOO","total",2.14865867481769
2021-07-26,"ZOO","cladoceran",0.0487924234101208
2021-07-26,"ZOO","copepod",0.891938534864316
2021-07-26,"ZOO","rotifer",0.00606609852058224
2021-07-26,"ZOO","total",0.946797056795019
2021-08-23,"ZOO","cladoceran",0.968802894429258
2021-08-23,"ZOO","copepod",0.77420124149281
2021-08-23,"ZOO","rotifer",0.171376931715711
2021-08-23,"ZOO","total",1.91438106763778
2021-09-21,"ZOO","cladoceran",0.173189140346776
2021-09-21,"ZOO","copepod",0.892749405461366
2021-09-21,"ZOO","rotifer",0.160391701048029
2021-09-21,"ZOO","total",1.22633024685617
2020-05-14,"ZOO","cladoceran",0.356846355337742
2020-05-14,"ZOO","copepod",0.404774689582861
2020-05-14,"ZOO","rotifer",0.0274588346209846
2020-05-14,"ZOO","total",0.789079879541587
2020-06-04,"ZOO","cladoceran",0.263757554672552
2020-06-04,"ZOO","copepod",0.191750236707287
2020-06-04,"ZOO","rotifer",0.00572495850855454
2020-06-04,"ZOO","total",0.461232749888394
2020-12-02,"ZOO","cladoceran",0.529006904050899
2020-12-02,"ZOO","copepod",0.290578904369321
2020-12-02,"ZOO","rotifer",0.117191725241053
2020-12-02,"ZOO","total",0.936777533661273
2020-06-25,"ZOO","cladoceran",0.381219397177981
2020-06-25,"ZOO","copepod",0.569323004408749
2020-06-25,"ZOO","rotifer",0.0257325871280431
2020-06-25,"ZOO","total",0.976274988714772
2020-07-02,"ZOO","cladoceran",0.225601637161083
2020-07-02,"ZOO","copepod",0.468642510791616
2020-07-02,"ZOO","rotifer",0.0296895627036604
2020-07-02,"ZOO","total",0.723933710656359
2021-05-14,"ZOO","copepod",0.598063196821089
2021-05-14,"ZOO","rotifer",0.134458554947094
2021-05-14,"ZOO","total",0.732521751768183
2022-03-22,"ZOO","copepod",0.339103704019844
2022-03-22,"ZOO","rotifer",0.0270100338684163
2022-03-22,"ZOO","total",0.366113737888261
