"DateTime","mod","taxon","value","daily_sum","year","doy","annual_sum","annual_prop","scenario","pars"
2015-07-26,"ZOO","rotifer",844.159098748749,329.245255477394,2015,207,28742.3250349286,1.14550668770632,"high","low"
2015-07-26,"ZOO","total",1977.28238176949,329.245255477394,2015,207,28742.3250349286,1.14550668770632,"high","low"
2015-07-27,"ZOO","cladoceran",819.57648209841,316.435470815907,2015,208,28742.3250349286,1.10093901739461,"high","low"
2015-07-27,"ZOO","copepod",270.801126297387,316.435470815907,2015,208,28742.3250349286,1.10093901739461,"high","low"
2015-07-27,"ZOO","rotifer",809.975611589133,316.435470815907,2015,208,28742.3250349286,1.10093901739461,"high","low"
2015-07-27,"ZOO","total",1900.35321998493,316.435470815907,2015,208,28742.3250349286,1.10093901739461,"high","low"
2015-07-28,"ZOO","cladoceran",775.132254677836,293.875502725114,2015,209,28742.3250349286,1.0224486097349,"high","low"
2015-07-28,"ZOO","copepod",222.532343806433,293.875502725114,2015,209,28742.3250349286,1.0224486097349,"high","low"
2015-07-28,"ZOO","rotifer",767.2047331314,293.875502725114,2015,209,28742.3250349286,1.0224486097349,"high","low"
2015-07-28,"ZOO","total",1764.86933161567,293.875502725114,2015,209,28742.3250349286,1.0224486097349,"high","low"
2015-07-29,"ZOO","cladoceran",702.067535136846,263.091354988259,2015,210,28742.3250349286,0.915344721307489,"high","low"
2015-07-29,"ZOO","copepod",183.797096007695,263.091354988259,2015,210,28742.3250349286,0.915344721307489,"high","low"
2015-07-29,"ZOO","rotifer",694.130501237451,263.091354988259,2015,210,28742.3250349286,0.915344721307489,"high","low"
2015-07-29,"ZOO","total",1579.99513238199,263.091354988259,2015,210,28742.3250349286,0.915344721307489,"high","low"
2015-07-30,"ZOO","cladoceran",745.412919017964,272.57098720472,2015,211,28742.3250349286,0.948326159673872,"high","low"
2015-07-30,"ZOO","copepod",154.420814318538,272.57098720472,2015,211,28742.3250349286,0.948326159673872,"high","low"
2015-07-30,"ZOO","rotifer",737.091330321443,272.57098720472,2015,211,28742.3250349286,0.948326159673872,"high","low"
2015-07-30,"ZOO","total",1636.92506365794,272.57098720472,2015,211,28742.3250349286,0.948326159673872,"high","low"
2015-07-31,"ZOO","cladoceran",747.476133451002,269.664378761065,2015,212,28742.3250349286,0.938213517637702,"high","low"
2015-07-31,"ZOO","copepod",133.54322080651,269.664378761065,2015,212,28742.3250349286,0.938213517637702,"high","low"
2015-07-31,"ZOO","rotifer",738.450072392064,269.664378761065,2015,212,28742.3250349286,0.938213517637702,"high","low"
2015-07-31,"ZOO","total",1619.46942664958,269.664378761065,2015,212,28742.3250349286,0.938213517637702,"high","low"
2015-08-01,"ZOO","cladoceran",744.305051668765,266.983223975647,2015,213,28742.3250349286,0.92888527163756,"high","low"
2015-08-01,"ZOO","copepod",123.727860233007,266.983223975647,2015,213,28742.3250349286,0.92888527163756,"high","low"
2015-08-01,"ZOO","rotifer",735.334839683973,266.983223975647,2015,213,28742.3250349286,0.92888527163756,"high","low"
2015-08-01,"ZOO","total",1603.36775158575,266.983223975647,2015,213,28742.3250349286,0.92888527163756,"high","low"
2015-08-02,"ZOO","cladoceran",723.19340637043,259.885847811581,2015,214,28742.3250349286,0.904192153890681,"high","low"
2015-08-02,"ZOO","copepod",123.261247658451,259.885847811581,2015,214,28742.3250349286,0.904192153890681,"high","low"
2015-08-02,"ZOO","rotifer",714.289805003568,259.885847811581,2015,214,28742.3250349286,0.904192153890681,"high","low"
2015-08-02,"ZOO","total",1560.74445903245,259.885847811581,2015,214,28742.3250349286,0.904192153890681,"high","low"
2015-08-03,"ZOO","cladoceran",727.477480774928,260.657122712333,2015,215,28742.3250349286,0.906875565548626,"high","low"
2015-08-03,"ZOO","copepod",118.79349102656,260.657122712333,2015,215,28742.3250349286,0.906875565548626,"high","low"
2015-08-03,"ZOO","rotifer",719.105378647425,260.657122712333,2015,215,28742.3250349286,0.906875565548626,"high","low"
2015-08-03,"ZOO","total",1565.37635044891,260.657122712333,2015,215,28742.3250349286,0.906875565548626,"high","low"
2015-08-04,"ZOO","cladoceran",711.748386361436,254.577081376917,2015,216,28742.3250349286,0.885721948616011,"high","low"
2015-08-04,"ZOO","copepod",112.674495563861,254.577081376917,2015,216,28742.3250349286,0.885721948616011,"high","low"
2015-08-04,"ZOO","rotifer",704.439780283775,254.577081376917,2015,216,28742.3250349286,0.885721948616011,"high","low"
2015-08-04,"ZOO","total",1528.86266220907,254.577081376917,2015,216,28742.3250349286,0.885721948616011,"high","low"
2015-08-05,"ZOO","cladoceran",704.807366649314,250.156664610071,2015,217,28742.3250349286,0.870342480318041,"high","low"
2015-08-05,"ZOO","copepod",98.9203966980504,250.156664610071,2015,217,28742.3250349286,0.870342480318041,"high","low"
2015-08-05,"ZOO","rotifer",698.588085968414,250.156664610071,2015,217,28742.3250349286,0.870342480318041,"high","low"
2015-08-05,"ZOO","total",1502.31584931578,250.156664610071,2015,217,28742.3250349286,0.870342480318041,"high","low"
2015-08-06,"ZOO","cladoceran",667.922577732922,235.119313060925,2015,218,28742.3250349286,0.818024682328936,"high","low"
2015-08-06,"ZOO","copepod",81.2103213082826,235.119313060925,2015,218,28742.3250349286,0.818024682328936,"high","low"
2015-08-06,"ZOO","rotifer",662.876135546178,235.119313060925,2015,218,28742.3250349286,0.818024682328936,"high","low"
2015-08-06,"ZOO","total",1412.00903458738,235.119313060925,2015,218,28742.3250349286,0.818024682328936,"high","low"
2015-08-07,"ZOO","cladoceran",626.912164234016,218.747292571297,2015,219,28742.3250349286,0.761063317965643,"high","low"
2015-08-07,"ZOO","copepod",64.6648454513121,218.747292571297,2015,219,28742.3250349286,0.761063317965643,"high","low"
2015-08-07,"ZOO","rotifer",622.109855851594,218.747292571297,2015,219,28742.3250349286,0.761063317965643,"high","low"
2015-08-07,"ZOO","total",1313.68686553692,218.747292571297,2015,219,28742.3250349286,0.761063317965643,"high","low"
2015-08-08,"ZOO","cladoceran",549.555175018842,190.963590345739,2015,220,28742.3250349286,0.664398548529648,"high","low"
2015-08-08,"ZOO","copepod",51.8350270546566,190.963590345739,2015,220,28742.3250349286,0.664398548529648,"high","low"
2015-08-08,"ZOO","rotifer",545.441639747836,190.963590345739,2015,220,28742.3250349286,0.664398548529648,"high","low"
2015-08-08,"ZOO","total",1146.83184182133,190.963590345739,2015,220,28742.3250349286,0.664398548529648,"high","low"
2015-08-09,"ZOO","cladoceran",529.94545374697,182.785807092642,2015,221,28742.3250349286,0.635946489612497,"high","low"
2015-08-09,"ZOO","copepod",41.878252369914,182.785807092642,2015,221,28742.3250349286,0.635946489612497,"high","low"
2015-08-09,"ZOO","rotifer",525.896458377978,182.785807092642,2015,221,28742.3250349286,0.635946489612497,"high","low"
2015-08-09,"ZOO","total",1097.72016449486,182.785807092642,2015,221,28742.3250349286,0.635946489612497,"high","low"
2015-08-10,"ZOO","cladoceran",527.755526165781,180.92768199621,2015,222,28742.3250349286,0.629481719994264,"high","low"
2015-08-10,"ZOO","copepod",35.0841794123535,180.92768199621,2015,222,28742.3250349286,0.629481719994264,"high","low"
2015-08-10,"ZOO","rotifer",523.721488650106,180.92768199621,2015,222,28742.3250349286,0.629481719994264,"high","low"
2015-08-10,"ZOO","total",1086.56119422824,180.92768199621,2015,222,28742.3250349286,0.629481719994264,"high","low"
2015-08-11,"ZOO","cladoceran",458.792051225971,156.956586008776,2015,223,28742.3250349286,0.546081730750862,"high","low"
2015-08-11,"ZOO","copepod",28.6016294335751,156.956586008776,2015,223,28742.3250349286,0.546081730750862,"high","low"
2015-08-11,"ZOO","rotifer",455.209096616159,156.956586008776,2015,223,28742.3250349286,0.546081730750862,"high","low"
2015-08-11,"ZOO","total",942.602777275705,156.956586008776,2015,223,28742.3250349286,0.546081730750862,"high","low"
2015-08-12,"ZOO","cladoceran",379.44110321472,129.64791114849,2015,224,28742.3250349286,0.451069671611251,"high","low"
2015-08-12,"ZOO","copepod",22.341423155199,129.64791114849,2015,224,28742.3250349286,0.451069671611251,"high","low"
2015-08-12,"ZOO","rotifer",376.81800403234,129.64791114849,2015,224,28742.3250349286,0.451069671611251,"high","low"
2015-08-12,"ZOO","total",778.60053040226,129.64791114849,2015,224,28742.3250349286,0.451069671611251,"high","low"
2015-08-13,"ZOO","cladoceran",331.718608354693,113.288850374781,2015,225,28742.3250349286,0.394153396557546,"high","low"
2015-08-13,"ZOO","copepod",18.578795088564,113.288850374781,2015,225,28742.3250349286,0.394153396557546,"high","low"
2015-08-13,"ZOO","rotifer",330.05878748249,113.288850374781,2015,225,28742.3250349286,0.394153396557546,"high","low"
2015-08-13,"ZOO","total",680.356190925747,113.288850374781,2015,225,28742.3250349286,0.394153396557546,"high","low"
2015-08-14,"ZOO","cladoceran",339.759821627278,115.597630573576,2015,226,28742.3250349286,0.402186080747115,"high","low"
2015-08-14,"ZOO","copepod",16.1251928174425,115.597630573576,2015,226,28742.3250349286,0.402186080747115,"high","low"
2015-08-14,"ZOO","rotifer",338.33655596489,115.597630573576,2015,226,28742.3250349286,0.402186080747115,"high","low"
2015-08-14,"ZOO","total",694.22157040961,115.597630573576,2015,226,28742.3250349286,0.402186080747115,"high","low"
2015-08-15,"ZOO","cladoceran",396.376218131565,133.967193670696,2015,227,28742.3250349286,0.466097274691224,"high","low"
2015-08-15,"ZOO","copepod",13.3955171574405,133.967193670696,2015,227,28742.3250349286,0.466097274691224,"high","low"
2015-08-15,"ZOO","rotifer",394.768246300356,133.967193670696,2015,227,28742.3250349286,0.466097274691224,"high","low"
2015-08-15,"ZOO","total",804.539981589362,133.967193670696,2015,227,28742.3250349286,0.466097274691224,"high","low"
2015-08-16,"ZOO","cladoceran",455.77459167536,153.460671140598,2015,228,28742.3250349286,0.533918779897269,"high","low"
2015-08-16,"ZOO","copepod",11.8883263499132,153.460671140598,2015,228,28742.3250349286,0.533918779897269,"high","low"
2015-08-16,"ZOO","rotifer",453.945142509588,153.460671140598,2015,228,28742.3250349286,0.533918779897269,"high","low"
2015-08-16,"ZOO","total",921.608060534861,153.460671140598,2015,228,28742.3250349286,0.533918779897269,"high","low"
2015-08-17,"ZOO","cladoceran",480.861494702294,161.721308024366,2015,229,28742.3250349286,0.562659102309354,"high","low"
2015-08-17,"ZOO","copepod",11.3093131384995,161.721308024366,2015,229,28742.3250349286,0.562659102309354,"high","low"
2015-08-17,"ZOO","rotifer",479.046507499535,161.721308024366,2015,229,28742.3250349286,0.562659102309354,"high","low"
2015-08-17,"ZOO","total",971.217315340329,161.721308024366,2015,229,28742.3250349286,0.562659102309354,"high","low"
2015-08-18,"ZOO","cladoceran",525.885539851264,176.75645967313,2015,230,28742.3250349286,0.614969246427803,"high","low"
2015-08-18,"ZOO","copepod",12.1461514983139,176.75645967313,2015,230,28742.3250349286,0.614969246427803,"high","low"
2015-08-18,"ZOO","rotifer",523.479227217403,176.75645967313,2015,230,28742.3250349286,0.614969246427803,"high","low"
2015-08-18,"ZOO","total",1061.51091856698,176.75645967313,2015,230,28742.3250349286,0.614969246427803,"high","low"
2015-08-19,"ZOO","cladoceran",521.615587525367,175.768387577434,2015,231,28742.3250349286,0.611531556211389,"high","low"
2015-08-19,"ZOO","copepod",15.3792103505414,175.768387577434,2015,231,28742.3250349286,0.611531556211389,"high","low"
2015-08-19,"ZOO","rotifer",518.582253720373,175.768387577434,2015,231,28742.3250349286,0.611531556211389,"high","low"
2015-08-19,"ZOO","total",1055.57705159628,175.768387577434,2015,231,28742.3250349286,0.611531556211389,"high","low"
2015-08-20,"ZOO","cladoceran",529.546186432785,178.930582179893,2015,232,28742.3250349286,0.622533430967924,"high","low"
2015-08-20,"ZOO","copepod",18.9701542602333,178.930582179893,2015,232,28742.3250349286,0.622533430967924,"high","low"
2015-08-20,"ZOO","rotifer",526.05127058833,178.930582179893,2015,232,28742.3250349286,0.622533430967924,"high","low"
2015-08-20,"ZOO","total",1074.56761128135,178.930582179893,2015,232,28742.3250349286,0.622533430967924,"high","low"
2015-08-21,"ZOO","cladoceran",555.648826743934,188.174909521503,2015,233,28742.3250349286,0.654696199047318,"high","low"
2015-08-21,"ZOO","copepod",22.7270431276892,188.174909521503,2015,233,28742.3250349286,0.654696199047318,"high","low"
2015-08-21,"ZOO","rotifer",551.708549259762,188.174909521503,2015,233,28742.3250349286,0.654696199047318,"high","low"
2015-08-21,"ZOO","total",1130.08441913139,188.174909521503,2015,233,28742.3250349286,0.654696199047318,"high","low"
2015-08-22,"ZOO","cladoceran",548.680042680424,185.695602453961,2015,234,28742.3250349286,0.646070219539645,"high","low"
2015-08-22,"ZOO","copepod",21.7664463724068,185.695602453961,2015,234,28742.3250349286,0.646070219539645,"high","low"
2015-08-22,"ZOO","rotifer",544.748451484434,185.695602453961,2015,234,28742.3250349286,0.646070219539645,"high","low"
2015-08-22,"ZOO","total",1115.19494053726,185.695602453961,2015,234,28742.3250349286,0.646070219539645,"high","low"
2015-08-23,"ZOO","cladoceran",548.673278996139,185.719556304998,2015,235,28742.3250349286,0.646153559530433,"high","low"
2015-08-23,"ZOO","copepod",22.172069868651,185.719556304998,2015,235,28742.3250349286,0.646153559530433,"high","low"
2015-08-23,"ZOO","rotifer",544.493446524872,185.719556304998,2015,235,28742.3250349286,0.646153559530433,"high","low"
2015-08-23,"ZOO","total",1115.33879538966,185.719556304998,2015,235,28742.3250349286,0.646153559530433,"high","low"
2015-08-24,"ZOO","cladoceran",557.320438296804,189.260795517726,2015,236,28742.3250349286,0.658474202374828,"high","low"
2015-08-24,"ZOO","copepod",26.6546104121858,189.260795517726,2015,236,28742.3250349286,0.658474202374828,"high","low"
2015-08-24,"ZOO","rotifer",552.630658772716,189.260795517726,2015,236,28742.3250349286,0.658474202374828,"high","low"
2015-08-24,"ZOO","total",1136.60570748171,189.260795517726,2015,236,28742.3250349286,0.658474202374828,"high","low"
2015-08-25,"ZOO","cladoceran",559.700610736952,190.671796064697,2015,237,28742.3250349286,0.663383340884869,"high","low"
2015-08-25,"ZOO","copepod",29.8476504756515,190.671796064697,2015,237,28742.3250349286,0.663383340884869,"high","low"
2015-08-25,"ZOO","rotifer",555.531210053935,190.671796064697,2015,237,28742.3250349286,0.663383340884869,"high","low"
2015-08-25,"ZOO","total",1145.07947126654,190.671796064697,2015,237,28742.3250349286,0.663383340884869,"high","low"
2015-08-26,"ZOO","cladoceran",613.636260425,208.904095486151,2015,238,28742.3250349286,0.726816968468223,"high","low"
2015-08-26,"ZOO","copepod",32.1190995778204,208.904095486151,2015,238,28742.3250349286,0.726816968468223,"high","low"
2015-08-26,"ZOO","rotifer",608.818185439258,208.904095486151,2015,238,28742.3250349286,0.726816968468223,"high","low"
2015-08-26,"ZOO","total",1254.57354544208,208.904095486151,2015,238,28742.3250349286,0.726816968468223,"high","low"
2015-08-27,"ZOO","cladoceran",600.416507950712,203.759364304693,2015,239,28742.3250349286,0.708917472950007,"high","low"
2015-08-27,"ZOO","copepod",27.4175829182204,203.759364304693,2015,239,28742.3250349286,0.708917472950007,"high","low"
2015-08-27,"ZOO","rotifer",595.842771462899,203.759364304693,2015,239,28742.3250349286,0.708917472950007,"high","low"
2015-08-27,"ZOO","total",1223.67686233183,203.759364304693,2015,239,28742.3250349286,0.708917472950007,"high","low"
2015-08-28,"ZOO","cladoceran",590.714204077864,199.789974634488,2015,240,28742.3250349286,0.69510721346202,"high","low"
2015-08-28,"ZOO","copepod",22.9579743961657,199.789974634488,2015,240,28742.3250349286,0.69510721346202,"high","low"
2015-08-28,"ZOO","rotifer",586.16651419339,199.789974634488,2015,240,28742.3250349286,0.69510721346202,"high","low"
2015-08-28,"ZOO","total",1199.83869266742,199.789974634488,2015,240,28742.3250349286,0.69510721346202,"high","low"
2015-08-29,"ZOO","cladoceran",581.096947122349,195.971088487106,2015,241,28742.3250349286,0.681820584274085,"high","low"
2015-08-29,"ZOO","copepod",19.2337072082626,195.971088487106,2015,241,28742.3250349286,0.681820584274085,"high","low"
2015-08-29,"ZOO","rotifer",576.573717578705,195.971088487106,2015,241,28742.3250349286,0.681820584274085,"high","low"
2015-08-29,"ZOO","total",1176.90437190932,195.971088487106,2015,241,28742.3250349286,0.681820584274085,"high","low"
2015-08-30,"ZOO","cladoceran",548.767060848588,184.700495482518,2015,242,28742.3250349286,0.642608053656285,"high","low"
2015-08-30,"ZOO","copepod",15.9941845328196,184.700495482518,2015,242,28742.3250349286,0.642608053656285,"high","low"
2015-08-30,"ZOO","rotifer",544.457580238852,184.700495482518,2015,242,28742.3250349286,0.642608053656285,"high","low"
2015-08-30,"ZOO","total",1109.21882562026,184.700495482518,2015,242,28742.3250349286,0.642608053656285,"high","low"
2015-08-31,"ZOO","cladoceran",507.513966408389,170.618935537703,2015,243,28742.3250349286,0.593615635931892,"high","low"
2015-08-31,"ZOO","copepod",13.6693128439919,170.618935537703,2015,243,28742.3250349286,0.593615635931892,"high","low"
2015-08-31,"ZOO","rotifer",503.468738119293,170.618935537703,2015,243,28742.3250349286,0.593615635931892,"high","low"
2015-08-31,"ZOO","total",1024.65201737167,170.618935537703,2015,243,28742.3250349286,0.593615635931892,"high","low"
2015-09-01,"ZOO","cladoceran",488.231990027474,163.933962720032,2015,244,28742.3250349286,0.570357347642594,"high","low"
2015-09-01,"ZOO","copepod",11.9791842603738,163.933962720032,2015,244,28742.3250349286,0.570357347642594,"high","low"
2015-09-01,"ZOO","rotifer",484.294238827303,163.933962720032,2015,244,28742.3250349286,0.570357347642594,"high","low"
2015-09-01,"ZOO","total",984.505413115151,163.933962720032,2015,244,28742.3250349286,0.570357347642594,"high","low"
2015-09-02,"ZOO","cladoceran",463.904875355128,155.655872937719,2015,245,28742.3250349286,0.541556303286393,"high","low"
2015-09-02,"ZOO","copepod",10.7429560218944,155.655872937719,2015,245,28742.3250349286,0.541556303286393,"high","low"
2015-09-02,"ZOO","rotifer",460.143513550447,155.655872937719,2015,245,28742.3250349286,0.541556303286393,"high","low"
2015-09-02,"ZOO","total",934.791344927469,155.655872937719,2015,245,28742.3250349286,0.541556303286393,"high","low"
2015-09-03,"ZOO","cladoceran",450.219956697947,150.968911908743,2015,246,28742.3250349286,0.525249476948301,"high","low"
2015-09-03,"ZOO","copepod",9.89481213247779,150.968911908743,2015,246,28742.3250349286,0.525249476948301,"high","low"
2015-09-03,"ZOO","rotifer",446.52903163753,150.968911908743,2015,246,28742.3250349286,0.525249476948301,"high","low"
2015-09-03,"ZOO","total",906.643800467955,150.968911908743,2015,246,28742.3250349286,0.525249476948301,"high","low"
2015-09-04,"ZOO","cladoceran",436.953315093363,146.458730232211,2015,247,28742.3250349286,0.509557699504927,"high","low"
2015-09-04,"ZOO","copepod",9.25370800028948,146.458730232211,2015,247,28742.3250349286,0.509557699504927,"high","low"
2015-09-04,"ZOO","rotifer",433.350881315889,146.458730232211,2015,247,28742.3250349286,0.509557699504927,"high","low"
2015-09-04,"ZOO","total",879.557904409541,146.458730232211,2015,247,28742.3250349286,0.509557699504927,"high","low"
2015-09-05,"ZOO","cladoceran",337.405991774795,113.166227156347,2015,248,28742.3250349286,0.393726767124176,"high","low"
