"DateTime","Depth","NIT_nit"
2016-06-02,9,0.0967741935483871
2016-06-02,11,0.0483870967741935
2016-06-08,0.1,0.0806451612903226
2016-06-08,7,0.0645161290322581
2016-06-08,10,0.0645161290322581
2016-06-08,3,0.0645161290322581
2016-06-08,9,0.0161290322580645
2016-06-16,9,0.0645161290322581
2016-06-16,11,0
2016-06-26,6,0.0161290322580645
2016-06-26,9,0.0161290322580645
2016-06-28,6,0
2016-07-07,0.1,0
2016-07-07,6,0.032258064516129
2016-07-07,11,0.0161290322580645
2016-07-14,0.1,0.032258064516129
2016-07-14,3,0.032258064516129
2016-07-14,6,0.0967741935483871
2016-07-14,9,0.032258064516129
2016-07-14,11,0.032258064516129
2016-07-24,0.1,0.032258064516129
2016-07-24,3,0.032258064516129
2016-07-24,6,0.0483870967741935
2016-07-24,9,0.0483870967741935
2016-07-24,11,0.0161290322580645
2016-07-28,3,0.0161290322580645
2016-08-04,3,0.0161290322580645
2016-08-04,6,0.0161290322580645
2016-08-04,11,0.112903225806452
2016-08-04,9,0.032258064516129
2016-08-11,0.1,0.0483870967741935
2016-08-18,9,0.0483870967741935
2016-08-18,11,0.032258064516129
2016-08-23,11,0.0483870967741935
2016-09-16,0.1,0.0161290322580645
2016-09-16,6,0.0161290322580645
2016-09-16,9,0.112903225806452
2016-09-16,11,0.0161290322580645
2016-09-27,3,0.0806451612903226
2016-09-27,6,0.0806451612903226
2016-09-27,9,0.032258064516129
2016-09-27,11,0.0645161290322581
2016-10-11,0.1,0.032258064516129
2016-10-11,3,0.0483870967741935
2016-10-11,6,0.0483870967741935
2016-10-11,9,0.0806451612903226
2016-10-11,11,0.0806451612903226
2016-10-25,0.1,0.112903225806452
2016-10-25,6,0.0967741935483871
2016-10-25,11,0.0483870967741935
2016-11-11,0.1,0.0806451612903226
2016-11-11,3,0.0806451612903226
2016-11-11,6,0.0645161290322581
2016-11-11,9,0.0645161290322581
2016-11-11,11,0.0645161290322581
2017-03-17,0.1,0.0645161290322581
2017-03-17,3,0.0645161290322581
2017-03-17,6,0.0806451612903226
2017-03-17,9,0.0483870967741935
2017-03-17,11,0.0483870967741935
2017-04-10,0.1,0.225806451612903
2017-04-10,3,0.0483870967741935
2017-04-10,6,0.032258064516129
2017-04-10,9,0.0645161290322581
2017-04-10,11,0.0645161290322581
2017-05-05,0.1,0.0806451612903226
2017-05-05,3,0.0967741935483871
2017-05-05,6,0.0483870967741935
2017-05-05,9,0.0806451612903226
2017-05-05,11,0.0645161290322581
2017-05-10,0.1,0.0645161290322581
2017-05-10,3,0.0645161290322581
2017-05-10,6,0.0967741935483871
2017-05-10,9,0.032258064516129
2017-05-10,11,0.0806451612903226
2017-05-18,0.1,0.0645161290322581
2017-05-18,3,0.0645161290322581
2017-05-18,6,0.0645161290322581
2017-05-18,9,0.0483870967741935
2017-05-18,11,0.0483870967741935
2017-05-25,0.1,0.0806451612903226
2017-05-25,3,0.0161290322580645
2017-05-25,6,0.0645161290322581
2017-05-25,9,0.0645161290322581
2017-05-25,11,0
2017-05-30,0.1,0.0806451612903226
2017-05-30,3,0.0645161290322581
2017-05-30,6,0.0483870967741935
2017-05-30,9,0.032258064516129
2017-05-30,11,0.0483870967741935
2017-06-01,0.1,0.0645161290322581
2017-06-01,3,0.0806451612903226
2017-06-01,6,0.0161290322580645
2017-06-01,11,0.0483870967741935
2017-06-08,0.1,0.032258064516129
2017-06-08,3,0.0806451612903226
2017-06-08,6,0.0645161290322581
2017-06-08,9,0.032258064516129
2017-06-08,11,0.032258064516129
2017-06-15,0.1,0.0806451612903226
2017-06-15,3,0.0645161290322581
2017-06-15,6,0.0483870967741935
2017-06-15,9,0.0483870967741935
2017-06-15,11,0.129032258064516
2017-06-22,0.1,0.0806451612903226
2017-06-22,3,0.0645161290322581
2017-06-22,6,0.112903225806452
2017-06-22,9,0.032258064516129
2017-06-22,11,0.0645161290322581
2017-06-29,0.1,0.032258064516129
2017-06-29,3,0.0645161290322581
2017-06-29,6,0.0645161290322581
2017-06-29,9,0.0645161290322581
2017-06-29,11,0.112903225806452
2017-07-07,0.1,0.0645161290322581
2017-07-07,3,0.0645161290322581
2017-07-07,6,0.0483870967741935
2017-07-07,9,0.0806451612903226
2017-07-07,11,0.112903225806452
2017-07-13,3,0.0645161290322581
2017-07-13,6,0.0645161290322581
2017-07-19,0.1,0.0645161290322581
2017-07-20,0.1,0.0967741935483871
2017-07-20,3,0.0645161290322581
2017-07-20,6,0.0483870967741935
2017-07-20,9,0.129032258064516
2017-07-27,3,0.0967741935483871
2017-07-27,6,0.0645161290322581
2017-07-27,9,0.0806451612903226
2017-08-03,0.1,0.0645161290322581
2017-08-03,3,0.0645161290322581
2017-08-03,6,0.032258064516129
2017-08-03,9,0.0645161290322581
2017-08-10,0.1,0.0967741935483871
2017-08-10,3,0.0483870967741935
2017-08-10,6,0.0161290322580645
2017-08-10,9,0.0645161290322581
2017-08-17,0.1,0.0645161290322581
2017-08-17,3,0
2017-08-17,6,0.032258064516129
2017-08-17,9,0
2017-08-24,0.1,0
2017-08-24,3,0.032258064516129
2017-08-24,6,0
2017-08-24,9,0.0161290322580645
2017-09-05,0.1,0.0806451612903226
2017-09-05,3,0.032258064516129
2017-09-05,6,0
2017-09-05,9,0.0483870967741935
2017-09-19,0.1,0.032258064516129
2017-09-19,3,0
2017-09-19,6,0.0161290322580645
2017-09-19,9,0
2017-10-03,0.1,0.032258064516129
2017-10-03,3,0.032258064516129
2017-10-03,6,0
2017-10-03,9,0
2017-10-17,6,0.032258064516129
2017-10-17,9,0.032258064516129
2017-11-07,0.1,0.112903225806452
2017-11-07,3,0.112903225806452
2017-11-07,6,0.0645161290322581
2017-11-07,9,0.0645161290322581
2018-05-04,0.1,0.0806451612903226
2018-05-04,3,0.0967741935483871
2018-05-04,6,0.145161290322581
2018-05-04,9,0.241935483870968
2018-05-11,0.1,0.032258064516129
2018-05-11,3,0.0806451612903226
2018-05-11,6,0.306451612903226
2018-05-11,9,0.209677419354839
2018-05-17,0.1,0.0645161290322581
2018-05-17,3,0.0483870967741935
2018-05-17,6,0.0967741935483871
2018-05-17,9,0.193548387096774
2018-05-17,11,0.112903225806452
2018-05-24,0.1,0.032258064516129
2018-05-24,3,0.0483870967741935
2018-05-24,6,0.17741935483871
2018-05-24,9,0.0483870967741935
2018-05-24,11,0.032258064516129
2018-05-31,0.1,0.032258064516129
2018-05-31,3,0.032258064516129
2018-05-31,6,0.0967741935483871
2018-05-31,9,0.0645161290322581
2018-05-31,11,0.0806451612903226
2018-06-07,0.1,0.0645161290322581
2018-06-07,3,0.0806451612903226
2018-06-07,6,0.0483870967741935
2018-06-07,9,0.0483870967741935
2018-06-07,11,0.112903225806452
2018-06-14,0.1,0.032258064516129
2018-06-14,3,0.0483870967741935
2018-06-14,6,0.032258064516129
2018-06-14,9,0.032258064516129
2018-06-14,11,0.0645161290322581
2018-06-21,0.1,0.0967741935483871
2018-06-21,3,0.0645161290322581
2018-06-21,6,0.0483870967741935
2018-06-21,9,0.0806451612903226
2018-06-21,11,0.17741935483871
2018-06-28,0.1,0.0645161290322581
2018-06-28,3,0.0483870967741935
2018-06-28,6,0.112903225806452
2018-06-28,9,0.0483870967741935
2018-06-28,11,0.129032258064516
2018-07-05,0.1,0.112903225806452
2018-07-05,3,0.0483870967741935
2018-07-05,6,0.032258064516129
2018-07-05,9,0.0483870967741935
2018-07-05,10,0.193548387096774
2018-07-12,6,0.0645161290322581
2018-07-12,9,0.0483870967741935
2018-07-12,11,0.145161290322581
2018-07-19,3,0.0645161290322581
2018-07-19,6,0.0483870967741935
2018-07-19,9,0.161290322580645
2018-07-19,11,0.274193548387097
2018-07-26,6,0.032258064516129
2018-07-26,9,0.225806451612903
2018-08-02,3,0.0645161290322581
2018-08-02,6,0.032258064516129
2018-08-02,9,0.0806451612903226
2018-08-02,10,0.0806451612903226
2018-08-09,6,0.0645161290322581
2018-08-09,9,0.0967741935483871
2018-08-09,10,0.112903225806452
2018-08-16,6,0.032258064516129
2018-08-16,9,0.225806451612903
2018-08-23,6,0.0483870967741935
2018-08-23,9,0.193548387096774
2018-09-07,9,0.0806451612903226
2018-09-21,0.1,0.0483870967741935
2018-09-21,3,0.0483870967741935
2018-09-21,6,0.0483870967741935
2018-09-21,9,0.161290322580645
2018-10-05,0.1,0.0645161290322581
2018-10-05,3,0.0645161290322581
2018-10-05,6,0.0483870967741935
2018-10-05,9,0.112903225806452
2018-10-05,11,0.112903225806452
2018-10-19,0.1,0.0645161290322581
2018-10-19,3,0.0806451612903226
2018-10-19,6,0.0483870967741935
2018-10-19,9,0.129032258064516
2018-11-02,0.1,0.129032258064516
2018-11-02,3,0.112903225806452
2018-11-02,6,0.0806451612903226
2018-11-02,9,0.0806451612903226
2018-11-02,11,0.161290322580645
2018-11-16,0.1,0.161290322580645
2018-11-16,3,0.161290322580645
2018-11-16,6,0.193548387096774
2018-11-16,11,0.161290322580645
2018-12-06,0.1,0.32258064516129
2018-12-06,3,0.306451612903226
2018-12-06,6,0.354838709677419
2018-12-06,9,0.387096774193548
2018-12-06,11,0.370967741935484
2019-04-08,0.1,0.0645161290322581
2019-04-08,3,0.0161290322580645
2019-04-08,6,0.0645161290322581
2019-04-08,9,0.0967741935483871
2019-04-08,10.5,0.129032258064516
2019-04-29,0.1,0.0161290322580645
2019-04-29,3,0.032258064516129
2019-04-29,6,0.032258064516129
2019-04-29,9,0.0483870967741935
2019-04-29,10.5,0.0161290322580645
2019-05-16,0.1,0
2019-05-16,3,0.0806451612903226
2019-05-16,6,0.032258064516129
2019-05-16,9,0.193548387096774
2019-05-16,10,0.0806451612903226
2019-05-23,0.1,0.0161290322580645
2019-05-23,3,0.483870967741935
2019-05-23,6,0.032258064516129
2019-05-23,9,0.0483870967741935
2019-05-23,11,0
2019-05-30,0.1,0
2019-05-30,3,0
2019-05-30,6,0.0161290322580645
2019-05-30,9,0.0161290322580645
2019-05-30,11,0.0967741935483871
2019-06-06,0.1,0
2019-06-06,3,0
2019-06-06,6,0
2019-06-06,9,0
2019-06-06,11,0
2019-06-13,0.1,0
2019-06-13,3,0.032258064516129
2019-06-13,9,0.0161290322580645
2019-06-20,0.1,0.0161290322580645
2019-06-20,3,0.129032258064516
2019-06-20,6,0.0161290322580645
2019-06-20,9,0.0161290322580645
2019-06-20,11,0.032258064516129
2019-06-27,0.1,0.032258064516129
2019-06-27,3,0.112903225806452
2019-06-27,6,0.0483870967741935
2019-06-27,9,0.0806451612903226
2019-06-27,11,0.0161290322580645
2019-07-03,3,0.0483870967741935
2019-07-03,6,0.032258064516129
2019-07-03,9,0.0483870967741935
2019-07-03,11,0.0161290322580645
2019-07-11,0.1,0.0161290322580645
2019-07-11,3,0.0645161290322581
2019-07-11,9,0.032258064516129
2019-07-11,11,0.0161290322580645
2019-07-18,0.1,0.0161290322580645
2019-07-18,3,0
2019-07-18,6,0.032258064516129
2019-07-24,0.1,0.0161290322580645
2019-07-24,3,0.0161290322580645
2019-07-24,9,0
2019-08-01,0.1,0.129032258064516
2019-08-01,3,0.0645161290322581
2019-08-01,6,0.193548387096774
2019-08-01,9,0.032258064516129
2019-08-01,11,0.0483870967741935
2019-08-08,0.1,0.0483870967741935
2019-08-08,3,0.032258064516129
2019-08-08,6,0.0483870967741935
2019-08-08,9,0.0161290322580645
2019-08-08,11,0.0483870967741935
2019-08-14,0.1,0.0161290322580645
2019-08-14,3,0.0645161290322581
2019-08-14,6,0.145161290322581
2019-08-14,9,0.0645161290322581
2019-08-14,11,0.0645161290322581
2019-08-22,0.1,0.0806451612903226
2019-09-04,0.1,0
2019-09-04,3,0.032258064516129
2019-09-04,6,0.0483870967741935
2019-09-04,9,0
2019-09-04,11,0.032258064516129
2019-09-20,0.1,0
2019-09-20,3,0
2019-09-20,6,0.145161290322581
2019-09-20,9,0.0161290322580645
2019-09-20,11,0.032258064516129
2019-10-04,0.1,0.0161290322580645
2019-10-04,3,0
2019-10-04,6,0.0645161290322581
2019-10-04,9,0.032258064516129
2019-10-04,10.5,0.0161290322580645
2019-10-18,0.1,0
2019-10-18,3,0.129032258064516
2019-10-18,6,0.0161290322580645
2019-10-18,9,0.0161290322580645
2019-10-28,0.1,0.0161290322580645
2019-10-28,3,0.0483870967741935
2019-10-28,6,0.0645161290322581
2019-10-28,9,0.032258064516129
2019-10-28,10,0.0645161290322581
2019-11-15,0.1,0.112903225806452
2019-11-15,3,0.112903225806452
2019-11-15,6,0.0967741935483871
2019-11-15,9,0.0483870967741935
2019-11-15,11,0.112903225806452
2020-03-30,0.1,0.0483870967741935
2020-03-30,3,0.112903225806452
2020-03-30,6,0.032258064516129
2020-03-30,9,0.0645161290322581
2020-03-30,11,0.0806451612903226
2020-05-14,0.1,0.0161290322580645
2020-05-14,1.5,0.0806451612903226
2020-05-14,3,0.0483870967741935
2020-05-14,6,0.0161290322580645
2020-05-14,9,0.0806451612903226
2020-05-14,11,0.0161290322580645
2020-06-04,0.1,0.0483870967741935
2020-06-04,3,0.0483870967741935
2020-06-04,6,0.032258064516129
2020-06-04,9,0.17741935483871
2020-06-04,11,0.112903225806452
2020-06-25,0.1,0.0483870967741935
2020-06-25,3,0.032258064516129
2020-06-25,6,0.032258064516129
2020-06-25,9,0.0161290322580645
2020-06-25,11,0.0806451612903226
2020-07-02,0.1,0.0161290322580645
2020-07-02,3,0.0645161290322581
2020-07-02,6,0.0645161290322581
2020-07-02,9,0.0967741935483871
2020-07-02,11,0.0645161290322581
2020-07-09,0.1,0.0645161290322581
2020-07-09,3,0.032258064516129
2020-07-09,6,0.0161290322580645
2020-07-09,9,0.0967741935483871
2020-07-09,11,0.0645161290322581
2020-07-17,0.1,0.0161290322580645
2020-07-17,3,0.0161290322580645
2020-07-17,6,0.0161290322580645
2020-07-17,9,0.0483870967741935
2020-07-17,11,0.0483870967741935
2020-07-23,0.1,0.032258064516129
2020-07-23,3,0.0967741935483871
2020-07-23,6,0
2020-07-23,9,0.032258064516129
2020-07-23,11,0.0967741935483871
2020-07-30,0.1,0.032258064516129
2020-07-30,3,0.0483870967741935
2020-07-30,6,0.0161290322580645
2020-07-30,9,0.0483870967741935
2020-07-30,11,0.112903225806452
2020-08-06,0.1,0.0645161290322581
2020-08-06,3,0.0483870967741935
2020-08-06,6,0.0645161290322581
2020-08-06,9,0.112903225806452
2020-08-06,11,0.0967741935483871
2020-08-12,0.1,0.0645161290322581
2020-08-12,3,0.0806451612903226
2020-08-12,6,0.0483870967741935
2020-08-12,9,0.0967741935483871
2020-08-12,11,0.112903225806452
2020-08-20,0.1,0.032258064516129
2020-08-20,3,0.0483870967741935
2020-08-20,6,0.0483870967741935
2020-08-20,9,0.112903225806452
2020-08-20,10,0.0967741935483871
2020-08-26,0.1,0.0806451612903226
2020-08-26,3,0.032258064516129
2020-08-26,6,0.161290322580645
2020-08-26,9,0.193548387096774
2020-08-26,11,0.225806451612903
2020-09-03,0.1,0.032258064516129
2020-09-03,3,0.032258064516129
2020-09-03,6,0.0161290322580645
2020-09-03,9,0.0967741935483871
2020-09-03,10,0.129032258064516
2020-09-16,0.1,0.0483870967741935
2020-09-16,3,0.0645161290322581
2020-09-16,6,0.0806451612903226
2020-09-16,9,0.0967741935483871
2020-09-16,11,0.112903225806452
2020-10-01,0.1,0.0806451612903226
2020-10-01,3,0.0806451612903226
2020-10-01,6,0.032258064516129
2020-10-01,9,0.0806451612903226
2020-10-01,10,0.129032258064516
2020-10-05,0.1,0.129032258064516
2020-10-05,3,0.112903225806452
2020-10-05,6,0.0806451612903226
2020-10-05,9,0.0967741935483871
2020-10-05,10,0.0806451612903226
2020-10-14,0.1,0.0483870967741935
2020-10-14,3,0.0967741935483871
2020-10-14,6,0.17741935483871
2020-10-14,9,0.0806451612903226
2020-10-14,10,0.032258064516129
2020-10-26,0.1,0.0806451612903226
2020-10-26,3,0.0483870967741935
2020-10-26,6,0.129032258064516
2020-10-26,9,0.0806451612903226
2020-10-26,11,0.0806451612903226
2020-11-10,0.1,0.0806451612903226
2020-11-10,3,0.0483870967741935
2020-11-10,6,0.0483870967741935
2020-11-10,9,0.0483870967741935
2020-11-10,10,0.0483870967741935
2020-12-02,0.1,0.129032258064516
2020-12-02,3,0.145161290322581
2020-12-02,6,0.145161290322581
2020-12-02,9,0.161290322580645
2020-12-02,11,0.145161290322581
2021-03-08,0.1,0.0161290322580645
2021-03-08,3,0.0161290322580645
2021-03-08,6,0.032258064516129
2021-03-08,9,0.032258064516129
2021-03-08,11,0.0645161290322581
2021-04-05,0.1,0.0161290322580645
2021-04-05,3,0.0483870967741935
2021-04-05,6,0.0967741935483871
2021-04-05,9,0.032258064516129
2021-04-05,11,0.0645161290322581
2021-05-03,0.1,0.0161290322580645
2021-05-03,3,0
2021-05-03,6,0.0161290322580645
2021-05-03,9,0
2021-05-03,11,0.0806451612903226
2021-05-14,0.1,0
2021-05-14,3,0.0161290322580645
2021-05-14,6,0.0161290322580645
2021-05-14,9,0.0645161290322581
2021-05-14,11,0.0483870967741935
2021-05-31,0.1,0.032258064516129
2021-05-31,3,0.032258064516129
2021-05-31,6,0.0806451612903226
2021-05-31,9,0.0483870967741935
2021-05-31,11,0.0806451612903226
2021-06-15,0.1,0.032258064516129
2021-06-15,3,0.0483870967741935
2021-06-15,6,0.032258064516129
2021-06-15,9,0.0645161290322581
2021-06-15,11,0.032258064516129
2021-06-28,0.1,0.0645161290322581
2021-06-28,3,0.0161290322580645
2021-06-28,6,0.0806451612903226
2021-06-28,9,0.0967741935483871
2021-06-28,11,0.129032258064516
2021-07-12,0.1,0
2021-07-12,3,0.0161290322580645
2021-07-12,6,0.032258064516129
2021-07-12,9,0.0483870967741935
2021-07-12,11,0.0806451612903226
2021-07-26,0.1,0.0483870967741935
2021-07-26,3,0
2021-07-26,6,0.0161290322580645
2021-07-26,9,0.0483870967741935
2021-07-26,11,0.032258064516129
2021-08-09,0.1,0
2021-08-09,3,0.0483870967741935
2021-08-09,6,0.032258064516129
2021-08-09,9,0.032258064516129
2021-08-23,0.1,0.0161290322580645
2021-08-23,3,0.0161290322580645
2021-08-23,6,0.032258064516129
2021-08-23,9,0.0483870967741935
2021-08-23,11,0.0161290322580645
2021-09-06,0.1,0.0483870967741935
2021-09-06,3,0.0645161290322581
2021-09-06,6,0.0483870967741935
2021-09-06,9,0.032258064516129
2021-09-06,10,0.0161290322580645
2021-09-21,0.1,0.032258064516129
2021-09-21,3,0.0161290322580645
2021-09-21,6,0.0161290322580645
2021-09-21,9,0.032258064516129
2021-09-21,10,0.032258064516129
2021-10-12,0.1,0.0161290322580645
2021-10-12,3,0
2021-10-12,6,0.0161290322580645
2021-10-12,9,0
2021-10-12,10,0.0483870967741935
2021-10-26,0.1,0.0161290322580645
2021-10-26,3,0.0483870967741935
2021-10-26,6,0.0161290322580645
2021-10-26,10,0.032258064516129
2021-11-09,0.1,0.0967741935483871
2021-11-09,3,0.0645161290322581
2021-11-09,6,0.0483870967741935
2021-11-09,9,0.0483870967741935
2021-11-22,0.1,0.112903225806452
2021-11-22,3,0.0806451612903226
2021-11-22,6,0.0806451612903226
2021-11-22,9,NA
2021-12-06,0.1,0.0483870967741935
2021-12-06,3,0.032258064516129
2021-12-06,6,0.032258064516129
2021-12-06,9,0.0806451612903226
2022-01-26,0.1,0.032258064516129
2022-01-26,3,0.0645161290322581
2022-01-26,6,0.032258064516129
2022-01-26,9,0
2022-02-24,0.1,0.258064516129032
2022-02-24,3,0.451612903225806
2022-02-24,6,0.241935483870968
2022-02-24,9,0.290322580645161
2022-03-22,0.1,0.0645161290322581
2022-03-22,3,0.032258064516129
2022-03-22,6,0.0967741935483871
2022-03-22,9,0.112903225806452
2022-04-12,0.1,0.0161290322580645
2022-04-12,3,0.0161290322580645
2022-04-12,6,0.0967741935483871
2022-04-12,9,0.112903225806452
2022-05-02,0.1,0.0161290322580645
2022-05-02,3,0.0967741935483871
2022-05-02,6,0.0645161290322581
2022-05-02,9,0.0483870967741935
