#Variables:
#tasmax_HadGEM2-ES365_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_inmcm4_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-LR_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-MR_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_IPSL-CM5B-LR_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_MIROC5_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_MIROC-ESM_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_MIROC-ESM-CHEM_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_MRI-CGCM3_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_NorESM1-M_rcp45(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 37.3438 Latitude, -79.8438 Longitude (closest value to Latitude:37.3149, Longitude:-79.82) "
#Original Data File(s):
#macav2livneh_tasmax_HadGEM2-ES365_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_inmcm4_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_IPSL-CM5A-LR_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_IPSL-CM5B-LR_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_MIROC5_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_MIROC-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_MIROC-ESM-CHEM_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_MRI-CGCM3_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_NorESM1-M_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_HadGEM2-ES365_rcp45(K),tasmax_inmcm4_rcp45(K),tasmax_IPSL-CM5A-LR_rcp45(K),tasmax_IPSL-CM5A-MR_rcp45(K),tasmax_IPSL-CM5B-LR_rcp45(K),tasmax_MIROC5_rcp45(K),tasmax_MIROC-ESM_rcp45(K),tasmax_MIROC-ESM-CHEM_rcp45(K),tasmax_MRI-CGCM3_rcp45(K),tasmax_NorESM1-M_rcp45(K)"
""
yyyy-mm-dd,tasmax_HadGEM2-ES365_rcp45(K),tasmax_inmcm4_rcp45(K),tasmax_IPSL-CM5A-LR_rcp45(K),tasmax_IPSL-CM5A-MR_rcp45(K),tasmax_IPSL-CM5B-LR_rcp45(K),tasmax_MIROC5_rcp45(K),tasmax_MIROC-ESM_rcp45(K),tasmax_MIROC-ESM-CHEM_rcp45(K),tasmax_MRI-CGCM3_rcp45(K),tasmax_NorESM1-M_rcp45(K)
2015-06-19,302.183624,299.163269,307.768921,300.008820,302.568420,303.255280,304.917908,307.667236,302.541504,299.856354
2015-06-20,303.517731,297.826416,307.537689,298.529724,300.162201,302.148193,302.564301,307.521240,305.024841,299.011292
2015-06-21,302.062256,291.224182,306.095764,298.982941,297.899048,303.998596,304.602264,304.694397,304.563385,299.878082
2015-06-22,300.208099,289.504303,306.484467,304.326691,295.812164,305.542755,300.284454,302.910370,300.132141,302.140869
2015-06-23,301.584442,296.618713,305.225189,302.513397,294.457855,304.886566,298.412750,304.342133,300.955414,303.129150
2015-06-24,303.805969,299.113495,307.737671,299.949646,296.664978,303.924866,300.945892,303.850433,302.299683,304.247986
2015-06-25,305.025970,299.238708,307.807037,303.302582,301.561218,303.255463,296.627380,307.282898,307.227936,304.271912
2015-06-26,304.554077,300.009644,307.452820,305.243835,302.035767,305.350433,299.191620,312.274689,304.377411,304.569366
2015-06-27,303.245361,299.786438,307.139893,303.843018,295.277100,306.320343,299.909363,307.919464,299.608032,301.935089
2015-06-28,305.707550,302.058685,305.662506,306.276337,296.278748,307.125671,303.310181,309.499695,301.088135,298.998077
2015-06-29,307.868164,303.887939,305.716217,307.640564,302.823456,306.066895,303.337799,307.050018,299.397858,303.721954
2015-06-30,302.304962,304.456757,306.954620,305.937500,306.958313,303.695984,303.558594,306.291229,302.666351,302.438019
2015-07-01,299.234375,304.086182,304.019135,307.122162,306.859039,304.786163,306.279358,306.094513,301.813171,303.235840
2015-07-02,301.353699,304.854950,299.507935,304.804321,303.546997,306.621979,304.707825,306.299683,304.122192,300.905090
2015-07-03,301.508484,304.586151,299.872009,305.166290,303.593201,306.878174,302.512848,305.575073,305.384857,295.514496
2015-07-04,303.934631,305.693909,304.075378,307.557068,302.364044,308.170441,300.199371,306.103271,304.037964,301.406616
2015-07-05,306.497223,304.798523,305.375000,309.611877,304.294189,308.736267,301.860657,308.871948,304.174561,305.455566
2015-07-06,307.586273,304.662933,306.270477,308.067261,303.440155,310.541962,304.506897,306.788055,300.279694,304.365601
2015-07-07,308.027283,303.479034,302.873230,308.041382,299.911499,309.476288,302.895416,304.938446,302.918945,307.473633
2015-07-08,309.125763,304.624603,305.616333,302.498047,301.449615,307.316315,300.569000,308.208710,304.674835,306.197510
2015-07-09,310.097046,303.076080,303.621185,302.963043,303.679138,305.519958,302.191101,307.698608,308.040375,302.222290
2015-07-10,310.379822,299.911804,307.608734,303.916656,305.204651,301.447479,304.045532,306.076874,307.600647,303.080261
2015-07-11,308.900421,300.293518,304.494873,308.016327,305.931580,308.143433,302.845886,304.698090,305.676208,302.346466
2015-07-12,309.445831,300.053833,303.967804,307.791687,305.664612,308.591187,300.144440,305.477112,306.641907,299.479706
2015-07-13,310.011414,301.834564,305.305084,303.117371,304.462555,308.967163,301.359650,302.898285,306.036285,305.878296
2015-07-14,307.061676,303.777740,304.539734,304.130432,303.051270,306.554718,302.793549,304.410797,305.033447,308.296387
2015-07-15,306.743958,304.189819,304.543091,309.211334,304.681061,304.074524,301.930878,305.425751,300.767426,309.695221
2015-07-16,306.562042,303.979004,302.310425,301.489166,299.039764,303.761139,300.570374,303.963257,304.870850,307.141388
2015-07-17,307.036011,302.383270,301.530396,299.232880,300.915680,301.147675,303.661621,302.458221,300.768707,306.072571
2015-07-18,308.739288,304.159058,305.626526,300.107788,300.252869,305.054596,303.693481,304.934387,305.670898,304.345001
2015-07-19,309.170166,306.781677,305.668671,305.590759,302.740814,306.839233,303.791504,306.454865,298.271118,306.210297
2015-07-20,309.179016,306.067749,305.201660,305.004883,303.970886,307.337982,302.344513,305.824036,297.586304,304.437164
2015-07-21,309.666748,306.164764,303.363678,305.798920,304.115723,304.439453,305.722656,305.607300,300.271729,303.020569
2015-07-22,310.897980,307.214233,303.285217,305.206238,304.801208,304.966888,305.302216,302.673981,302.206299,303.349335
2015-07-23,307.720825,305.633759,303.052704,302.084076,306.089600,302.872803,305.309265,303.518494,298.964722,302.936279
2015-07-24,307.694000,304.157318,304.012024,301.157654,301.402557,304.003143,306.446686,304.369049,300.132690,303.850037
2015-07-25,309.938721,304.764221,304.100739,303.280487,302.768677,304.164703,301.171722,304.013428,301.443848,305.285828
2015-07-26,309.959106,305.807129,303.290253,304.574890,305.806641,306.453247,301.602478,297.094360,297.694885,301.943756
2015-07-27,310.317322,307.648590,305.705841,304.328278,303.369019,303.963562,303.836334,302.196259,302.716797,297.368439
2015-07-28,311.597260,309.118988,306.147430,299.283630,302.638611,305.431458,302.995544,298.887268,303.260193,299.895355
2015-07-29,313.154022,308.052979,304.256317,299.935303,302.969879,306.355652,301.840210,302.885468,303.140411,302.970093
2015-07-30,310.794983,303.787140,302.359131,301.933716,300.841003,304.255432,301.849335,302.876312,301.503784,300.151215
2015-07-31,306.122437,299.364899,303.053009,300.019043,300.876495,308.627594,302.306885,305.516541,302.322876,300.847198
2015-08-01,305.323517,302.660217,302.252533,302.538940,300.990051,308.873199,300.526917,302.551117,302.210785,293.622711
2015-08-02,306.956299,302.373962,304.567108,303.646790,306.066193,308.478241,301.568817,299.467499,304.480591,294.635162
2015-08-03,306.131622,302.966095,305.846771,298.217133,306.247681,308.288147,301.613739,303.786743,307.168884,296.860443
2015-08-04,307.262390,304.724091,305.616577,303.152893,305.159119,309.511841,295.832977,305.665100,304.934998,305.439636
2015-08-05,308.596588,303.685760,305.414856,302.512665,305.590698,308.218018,300.396118,306.933899,306.927856,305.707397
2015-08-06,307.889282,302.855896,301.116364,302.868469,305.082611,306.578522,306.047577,307.809204,305.722687,305.214691
2015-08-07,309.727539,303.307648,303.799622,303.853760,302.626770,303.977509,304.361389,307.581787,300.890656,302.311035
2015-08-08,309.855438,305.597321,302.641724,303.829620,301.544556,303.829590,301.014130,305.422180,295.486664,302.216034
2015-08-09,308.015259,303.878082,303.993042,307.928802,300.671570,303.734375,305.020325,304.528870,299.272888,304.677856
2015-08-10,308.861237,303.842773,304.344208,306.599640,302.965759,302.650269,304.684235,304.680298,302.395081,305.782257
2015-08-11,308.156830,301.451935,302.719696,304.519531,303.842773,302.926453,304.436615,305.979889,301.643829,307.070984
2015-08-12,308.880615,302.853302,302.368103,301.342529,306.624420,300.995575,305.076477,306.519806,300.171844,307.314697
2015-08-13,306.819275,299.204987,302.041626,301.123871,306.747955,302.890961,305.692932,307.286469,299.534943,303.199768
2015-08-14,308.003326,298.485718,300.352661,299.914185,304.695862,304.526978,306.939697,308.304230,304.473114,305.365326
2015-08-15,308.164825,292.688049,302.444031,300.930359,304.650299,305.597046,304.164429,307.193787,305.059937,303.226135
2015-08-16,308.683929,296.966248,300.518219,301.019653,308.337646,309.152435,302.050262,308.873993,303.435516,296.831390
2015-08-17,310.203247,302.165039,302.974670,298.939362,309.260040,306.163177,300.471344,309.236084,304.456848,297.482605
2015-08-18,313.154724,303.136719,303.032074,297.922180,305.498260,305.173218,303.323395,308.502838,304.397064,301.326843
2015-08-19,304.283264,304.210938,304.131561,299.367004,305.013306,307.581055,301.894684,308.750214,302.682953,303.756714
2015-08-20,302.758606,305.639709,303.782349,303.750122,304.423676,306.704498,300.143463,310.337646,301.575012,304.030701
2015-08-21,304.202759,305.759674,303.501312,304.797913,300.602631,306.257385,299.552185,309.492889,299.689301,300.005402
2015-08-22,309.354156,304.742981,301.315613,305.280487,300.350647,305.132721,304.369843,308.568909,299.633972,299.515442
2015-08-23,311.082031,297.400940,300.604187,302.700165,293.975128,304.063538,302.427765,309.594055,296.549194,297.337097
2015-08-24,310.837128,297.107574,304.210144,302.100006,301.627533,303.920624,304.309021,308.725006,292.017426,300.043274
2015-08-25,304.631287,298.720428,305.264404,299.271149,301.651489,299.829651,301.965424,310.110962,297.183228,296.998108
2015-08-26,302.718353,298.632263,304.405609,297.303345,301.267914,301.533356,298.287201,308.827972,300.638275,302.377350
2015-08-27,303.840485,303.047852,305.428162,298.508331,303.700470,301.928345,296.190552,306.622742,299.991516,303.150513
2015-08-28,304.211487,303.984558,304.192444,300.779907,303.253876,300.375732,297.402008,307.321594,301.545959,299.553986
2015-08-29,308.782074,302.265259,305.235413,301.103638,303.921661,300.046661,299.501678,309.282471,301.782715,304.838745
2015-08-30,312.805176,300.041779,304.873596,300.355072,301.581940,299.158417,300.607269,307.426971,300.524902,304.801849
2015-08-31,313.897247,300.906158,305.203156,301.913940,301.395660,299.205261,302.162933,306.312439,298.778778,306.057587
2015-09-01,312.887421,303.901398,303.809967,302.342316,300.349670,302.222351,303.420135,303.652008,301.371552,305.881836
2015-09-02,311.247986,305.737000,303.273102,302.939270,300.335449,303.710785,304.419952,304.016541,305.970428,307.767059
2015-09-03,311.749664,305.543091,304.833679,302.172638,301.348358,304.079926,301.307037,304.234009,305.636292,304.000214
2015-09-04,310.621735,304.514435,303.460052,296.441254,302.239471,303.089630,303.297150,301.323639,303.450867,304.869232
2015-09-05,308.419861,304.872131,303.282837,296.473450,302.142395,302.634827,302.235504,300.295898,305.495850,302.791138
2015-09-06,305.980164,305.398132,301.538239,296.458252,302.569519,297.768707,303.216064,297.741028,305.609406,304.080994
2015-09-07,303.945496,305.328644,301.716675,298.714722,305.818695,300.051941,302.640106,296.005310,303.346191,305.628937
2015-09-08,306.907898,306.735474,304.530060,300.311646,308.752350,302.080109,300.995941,297.360291,306.268433,302.508850
2015-09-09,309.972656,306.638275,302.204773,301.070801,306.446716,302.977783,297.814911,297.295898,304.070984,298.767151
2015-09-10,308.757904,306.307770,299.783661,302.020447,304.522186,303.204926,299.223480,298.904175,309.749207,298.218658
2015-09-11,310.776428,299.656799,297.144043,300.214813,304.158600,301.432037,300.267120,300.508026,307.646667,293.919464
2015-09-12,308.626007,298.344299,300.445709,299.793274,302.718750,299.112854,297.022614,302.536377,304.509949,298.663361
2015-09-13,309.267548,296.550476,296.966614,295.292725,296.475159,297.801605,300.287262,306.365234,304.058990,301.261505
2015-09-14,306.016113,295.711884,297.052795,298.418304,298.329041,296.467285,296.765472,307.422607,302.847717,303.457886
2015-09-15,301.733337,294.637543,299.144714,296.755859,299.067139,300.157013,295.297058,307.381012,302.271362,301.482941
2015-09-16,298.360046,296.159027,299.709412,297.483185,300.505432,301.148651,292.338379,302.536957,297.409912,300.909821
2015-09-17,300.556915,293.325500,299.784393,297.658203,295.829987,303.251495,294.121246,294.798218,300.124634,301.760376
2015-09-18,303.399506,292.895538,299.956512,297.741821,295.928131,305.519989,293.290527,296.440796,295.749878,303.340393
2015-09-19,305.485321,294.287140,301.386566,296.366882,292.153320,303.806915,295.213531,295.345184,295.280548,302.645142
2015-09-20,306.782745,296.999329,296.694946,296.364838,296.918213,303.075165,297.618835,293.688110,297.853577,298.687988
2015-09-21,304.843536,296.828247,295.504578,298.504272,297.839844,299.437683,297.057587,295.405975,301.433929,296.454681
2015-09-22,303.411072,299.975067,296.770996,300.291229,298.712646,298.300842,294.811981,294.902344,301.575928,297.322937
2015-09-23,304.487549,301.882935,294.353516,300.289154,299.251648,292.503235,300.722687,295.258484,300.898193,302.820007
2015-09-24,305.218292,300.994415,292.578186,296.335693,297.437927,294.277344,298.730438,299.137360,300.175415,303.343384
2015-09-25,307.094238,300.642639,294.506012,290.838257,296.182404,295.308899,299.172058,300.649658,297.684784,304.622009
2015-09-26,306.471100,301.208710,292.325867,287.152496,295.374725,297.195068,303.086212,299.654968,291.937653,302.253845
2015-09-27,307.696075,303.441284,293.674408,292.932709,294.643494,301.617584,295.774231,297.729401,290.022339,291.590912
2015-09-28,305.114075,300.478882,298.538757,292.077911,297.362732,299.918243,296.609497,297.006104,292.710236,286.070374
2015-09-29,303.971863,293.187439,293.069458,295.682343,302.334198,299.459290,296.740387,299.149689,294.538147,284.167450
2015-09-30,306.067261,293.569031,297.703278,298.355408,302.855255,299.887299,297.300781,300.227753,292.569427,296.425171
2015-10-01,306.162476,291.964752,298.513947,298.721619,300.025574,302.394470,292.836914,298.931000,294.480927,293.435364
2015-10-02,305.560974,300.261902,297.648895,297.245270,300.998657,304.411072,297.137207,300.725525,298.538513,295.198578
2015-10-03,303.969543,301.809845,297.290405,295.557434,296.639069,302.317535,297.223511,300.298676,298.268250,294.170349
2015-10-04,306.324402,302.280487,297.254120,292.365662,297.703522,301.062836,293.504669,300.609680,297.716736,293.123749
2015-10-05,307.190369,305.272308,296.886200,298.603333,301.293488,293.428497,291.671478,296.438202,298.200989,287.254517
2015-10-06,302.045105,303.308533,296.839783,298.162354,297.182312,292.076294,294.936615,292.654999,293.560913,287.815125
2015-10-07,301.687408,302.662933,291.378723,298.393707,289.088257,295.344513,295.229706,297.069092,293.878204,293.619568
2015-10-08,301.923309,295.023468,293.501221,298.631165,288.653778,294.939087,292.970764,292.428802,293.087433,292.490906
2015-10-09,302.657928,295.490417,296.598389,297.844727,288.043915,300.605774,296.441620,292.931000,289.155914,289.479492
2015-10-10,304.710144,298.001740,296.483398,296.354462,292.957092,298.672943,292.046417,292.471619,296.460693,294.497833
2015-10-11,296.227509,297.757660,294.074890,294.278259,292.098785,292.399719,288.909485,293.605743,297.737915,296.672729
2015-10-12,293.601044,295.180817,293.553650,295.194458,294.262756,286.280518,288.323761,289.311401,295.353302,292.326569
2015-10-13,293.013000,297.356812,302.597748,297.952667,297.163574,294.180145,295.342255,294.625275,294.644012,290.272461
2015-10-14,291.019531,300.691010,301.454712,293.010254,296.499023,293.727997,295.211578,296.202179,295.766663,293.152252
2015-10-15,294.104004,300.075226,301.223297,294.041229,293.768250,297.596771,292.460052,293.694000,295.093842,290.908966
2015-10-16,295.873169,300.386993,301.212891,296.909119,291.320923,296.945862,293.469757,289.230957,295.721313,286.481415
2015-10-17,295.603821,296.897888,302.140106,295.627441,290.538727,291.857086,293.142700,290.078186,294.714661,287.113831
2015-10-18,293.202606,297.190125,296.627014,297.799255,292.268097,286.931061,290.144379,288.196350,298.178955,293.838684
2015-10-19,299.380890,297.774200,298.514587,292.910950,295.159393,282.962250,296.782471,291.940308,292.072418,294.794830
2015-10-20,298.417267,296.404480,298.538452,297.568359,289.756653,288.615387,293.799255,292.945618,289.443512,290.625458
2015-10-21,289.949158,296.700043,297.008820,294.677155,296.866089,291.947388,296.123291,291.321716,286.664337,287.200226
2015-10-22,287.251953,294.379517,292.179413,295.598480,295.601440,289.860352,292.198975,288.622589,287.273224,293.203796
2015-10-23,284.665863,295.480042,298.801331,296.017670,292.654083,285.619232,289.426636,287.860992,298.024536,297.754669
2015-10-24,284.720703,296.244324,296.138733,291.936768,293.695770,289.793518,287.752106,294.493774,298.591156,295.850220
2015-10-25,281.960785,297.485199,289.834564,292.327576,292.846924,285.184540,296.068146,290.230591,297.700958,295.795166
2015-10-26,285.003540,296.045105,290.208862,295.617157,288.288208,284.170258,296.452972,292.198822,292.821899,296.551819
2015-10-27,288.130676,292.330261,294.641754,293.436584,292.315735,292.187073,297.692200,298.077209,285.885620,293.311005
2015-10-28,285.647125,295.510925,293.166626,291.259613,289.154663,287.927277,292.581207,301.545624,282.918488,296.480316
2015-10-29,285.446472,298.183441,294.175659,298.288239,292.019714,290.491302,292.904846,296.499481,288.301849,290.447845
2015-10-30,286.423065,298.495209,295.847870,298.471832,295.108307,295.278717,297.589325,294.308044,291.108063,295.308960
2015-10-31,288.490509,299.317383,291.468750,289.263916,297.703461,293.280029,284.508972,294.519409,287.922485,295.151886
2015-11-01,291.952911,298.204407,289.249329,281.579651,293.419098,291.003479,288.254639,301.607635,288.753906,286.072418
2015-11-02,297.287292,299.196503,288.193176,279.690582,292.683929,290.453186,291.721100,296.506805,297.595520,292.074310
2015-11-03,292.658356,294.825592,284.338348,280.287476,289.528137,292.883820,293.548492,300.718719,291.790619,291.958252
2015-11-04,290.985809,284.417877,281.371216,283.066040,292.196930,286.566040,289.254913,294.439789,286.379395,294.201569
2015-11-05,290.869720,284.739868,284.621796,289.304230,292.902252,282.781769,295.760040,291.674316,278.466888,289.270935
2015-11-06,287.989899,287.228363,284.317627,284.470642,295.706665,281.183380,292.047028,292.815887,282.461578,290.548950
2015-11-07,285.407471,290.948517,278.963470,290.580475,300.435730,283.248779,288.176453,290.965607,291.504089,288.377289
2015-11-08,285.621948,292.375305,287.855835,290.009460,297.711426,282.396637,289.181519,290.638641,288.600342,280.782013
2015-11-09,289.653534,290.239105,285.719421,276.603027,291.172119,279.750977,293.341614,287.765900,292.372711,285.545502
2015-11-10,287.112274,295.268311,290.412109,280.072113,289.796692,283.395599,292.271393,286.590240,289.641113,292.103394
2015-11-11,281.794678,292.705078,286.238647,283.993256,284.353088,286.380859,292.365173,287.561523,287.009857,287.629425
2015-11-12,282.723969,295.454742,284.457367,283.501831,286.269989,286.542633,288.555817,287.226624,286.856995,281.628357
2015-11-13,283.462311,293.523315,286.723877,279.458130,284.917572,285.148376,287.684448,292.912659,284.063141,289.459229
2015-11-14,285.953888,292.737946,293.625000,279.600769,290.008575,282.055969,288.864197,286.868408,286.255554,293.949860
2015-11-15,289.290253,291.651276,290.544159,283.735107,292.644287,280.614227,287.896332,293.028564,282.252625,296.433899
2015-11-16,290.347412,286.946960,289.656464,292.814178,291.878876,282.329529,290.375977,287.061157,287.509857,297.291656
2015-11-17,289.895050,286.433929,284.349548,286.941864,289.738159,282.198212,289.121094,291.023254,291.200378,289.206177
2015-11-18,288.548248,280.512787,282.883942,295.374634,290.462982,276.792542,289.426971,292.816498,288.507782,287.355835
2015-11-19,288.251068,281.381958,288.882812,290.629272,289.104095,287.019928,288.398743,295.197998,277.558533,284.583252
2015-11-20,290.238556,280.676758,292.895660,288.334686,286.561554,286.536743,293.715637,289.916168,283.433563,282.870178
2015-11-21,290.509613,278.445312,288.294464,272.229034,289.817902,285.724518,290.830261,287.897522,282.722900,270.427460
2015-11-22,292.639435,283.354431,286.509155,271.908264,286.539185,279.921814,284.462250,291.288208,286.969788,279.832001
2015-11-23,288.060364,283.230560,280.973969,274.177673,287.924561,276.288422,279.855133,293.239838,287.056610,277.224396
2015-11-24,282.181885,282.122070,286.215118,283.695923,292.678253,278.045410,283.666779,296.743683,287.201294,281.588257
2015-11-25,278.556824,292.237579,286.112854,283.257416,291.313904,282.267181,286.909760,293.636749,288.294006,290.324829
2015-11-26,278.214111,296.134277,286.917053,286.268311,286.365570,280.751495,287.887024,289.207092,278.614685,292.741425
2015-11-27,278.217590,293.688446,286.736053,296.098572,287.138214,286.005920,291.242828,288.516876,276.566376,289.623962
2015-11-28,279.556946,281.174622,284.804749,288.825073,282.827637,282.089294,280.915131,279.917175,273.478210,283.833313
2015-11-29,283.825012,290.075531,281.834412,282.846893,286.591461,278.157928,289.065796,278.572693,281.611725,280.842957
2015-11-30,283.843872,288.825745,282.459412,284.793793,288.826385,283.589569,287.041107,268.962646,279.293884,290.556122
2015-12-01,281.010559,292.061279,289.594574,288.826752,290.583344,283.741974,278.050507,272.547150,271.299835,278.557678
2015-12-02,281.555603,293.339722,289.756226,278.235687,291.036346,289.881531,280.295929,274.427094,275.131317,283.911285
2015-12-03,280.597534,289.901001,300.336334,278.770264,289.530792,288.198151,280.818695,279.819183,277.247040,289.147949
2015-12-04,281.011139,285.302551,302.166656,286.202759,290.276581,289.908447,281.415375,275.254791,275.642395,286.437347
2015-12-05,282.628815,285.835480,293.027802,293.817169,292.036682,289.801758,280.424500,278.647919,275.905243,275.208038
2015-12-06,281.560089,281.578430,292.495514,295.078156,289.520813,287.068207,279.793793,274.382660,276.763550,274.313263
2015-12-07,284.863037,287.124603,287.806000,293.304504,291.973297,285.334564,276.919769,277.572906,277.522644,279.257446
2015-12-08,283.846191,279.326385,282.088562,291.909576,291.410492,285.941620,283.625763,279.932526,278.395721,284.274658
2015-12-09,280.282898,279.470306,289.653442,289.909149,289.056274,280.120514,288.849518,287.071014,277.704224,282.468750
2015-12-10,282.616760,281.784393,287.490112,293.971741,290.313293,275.244415,294.542877,282.895447,283.740662,281.218323
2015-12-11,280.886444,283.632721,292.101562,297.118286,290.479095,278.519440,294.445129,287.598999,286.245544,282.044281
2015-12-12,283.141479,280.715790,288.515289,292.704224,286.517670,281.065002,286.089447,285.646637,280.060181,280.514221
2015-12-13,282.715118,280.862518,292.981842,300.076294,283.762573,282.592255,282.677063,279.363861,279.525604,277.826263
2015-12-14,285.550537,279.656769,285.683472,295.529266,279.962219,285.048340,284.958466,272.625031,280.860229,282.441864
2015-12-15,287.555634,285.797424,281.932434,280.301697,283.064453,286.737274,281.986115,273.599976,278.429169,290.816956
2015-12-16,281.682373,282.860443,274.726746,285.022369,286.350098,286.179352,282.686951,270.616394,283.282867,289.848969
2015-12-17,281.039093,281.721466,280.327606,281.555023,286.677704,283.446960,280.861420,274.514038,278.596283,284.731445
2015-12-18,279.597382,281.508667,285.046631,288.001251,287.146942,285.196991,288.138672,281.900574,277.700500,282.281799
2015-12-19,277.438232,289.763275,287.519958,286.732391,291.149292,284.194183,288.871277,290.434174,279.610229,287.772705
2015-12-20,283.095917,287.903320,276.626129,288.848938,290.354065,286.137085,282.142029,291.910980,279.345581,290.360321
2015-12-21,285.070709,285.227875,278.732544,277.677368,285.246399,286.230865,277.874298,289.260284,275.079895,289.500183
2015-12-22,285.021820,287.779114,280.754547,276.779877,290.713074,284.849731,282.927582,278.603699,276.421783,290.702637
2015-12-23,271.371338,285.152496,282.446686,272.813110,292.119171,282.153320,283.487000,278.011871,279.494202,284.269562
2015-12-24,269.544312,284.736786,284.283844,269.558746,298.269348,277.371460,277.911987,280.263672,282.957947,282.878510
2015-12-25,275.467041,279.268127,287.524139,275.288666,296.713806,276.432373,278.246246,277.643921,277.351685,289.020660
2015-12-26,280.238098,279.567535,286.264221,275.140076,296.750671,278.527802,273.906921,275.602386,280.033752,291.546783
2015-12-27,278.080658,281.662659,280.398010,272.086487,293.898987,275.021637,274.470825,276.495575,281.304718,283.606567
2015-12-28,286.715912,284.999634,279.258575,275.001770,293.406708,275.633331,279.180817,278.799805,280.550568,287.393097
2015-12-29,287.607819,278.379486,278.689606,274.424377,285.353333,275.445099,275.706177,280.375458,284.112152,289.006989
2015-12-30,284.921326,281.247589,280.617889,271.686310,282.167877,275.025055,277.453430,280.995453,279.867706,281.216095
2015-12-31,282.386017,280.669189,281.101044,276.326508,283.008514,277.141418,278.235748,275.892212,280.409149,280.721741
2016-01-01,288.579285,276.772858,286.445740,278.007507,289.124298,279.453278,280.698364,273.192261,274.387085,280.010895
2016-01-02,292.261597,279.363556,277.690247,280.855347,285.379089,281.247894,278.536041,275.799866,277.684845,286.082275
2016-01-03,289.570709,280.090149,279.811676,278.179749,286.872620,280.759857,282.379150,278.275543,279.323639,279.212158
2016-01-04,289.286713,278.050812,280.311462,279.683807,289.039124,279.939087,280.528870,277.989014,276.482727,274.406677
2016-01-05,287.281799,285.580139,281.904816,272.503845,283.165192,289.012451,279.848724,275.934143,275.139313,273.793488
2016-01-06,288.573639,281.641144,281.733673,271.373566,289.277863,292.660797,285.185516,278.511688,281.001282,271.140900
2016-01-07,290.030457,274.174255,281.129486,277.501831,289.204010,282.613403,286.340515,286.518555,285.336823,273.596405
2016-01-08,284.908264,281.324249,278.582855,277.824829,288.349762,282.532501,288.946533,283.834808,276.874664,263.984680
2016-01-09,291.367889,279.607697,280.682098,278.230499,288.358795,284.855103,291.674683,281.082642,272.294373,273.318359
2016-01-10,286.547852,285.801910,279.929749,274.165436,285.643066,289.977783,285.590729,278.828247,271.939148,266.649475
2016-01-11,282.606445,285.975037,276.421173,271.814667,287.049225,287.996887,276.018097,274.875732,274.300354,273.421631
2016-01-12,286.952332,285.829498,277.301331,273.573273,291.121948,287.095337,274.883575,271.287598,266.839142,277.926849
2016-01-13,291.567200,280.630432,282.101593,278.762573,292.468384,281.877472,279.098389,272.949768,266.777771,274.428192
2016-01-14,290.325836,277.386047,288.186066,280.579407,287.566010,285.132721,279.150513,275.561493,273.199371,269.442749
2016-01-15,286.608307,276.706848,287.058594,283.930664,279.956146,278.439606,274.662720,274.116516,276.463837,275.954803
2016-01-16,279.115784,273.556610,290.219635,287.281616,274.016418,280.283386,274.623169,276.581024,277.135742,279.747314
2016-01-17,280.637146,273.982239,290.453918,285.729767,272.432526,282.798462,280.470276,286.155548,284.707184,286.617676
2016-01-18,279.286469,266.556244,283.863129,283.186798,273.513702,278.982208,281.002655,282.441925,285.339203,293.381592
2016-01-19,273.294006,273.230286,286.883881,290.927307,274.811005,289.452209,283.683472,279.901093,295.652191,287.224457
2016-01-20,275.474945,276.023376,293.431763,282.670593,273.388062,285.466156,281.479034,265.418121,286.926727,286.657257
