#Variables:
#tasmax_bcc-csm1-1_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1-m_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_BNU-ESM_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_CanESM2_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_CCSM4_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_CNRM-CM5_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_CSIRO-Mk3-6-0_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_GFDL-ESM2M_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_GFDL-ESM2G_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_HadGEM2-CC365_rcp45(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 37.3438 Latitude, -79.8438 Longitude (closest value to Latitude:37.3149, Longitude:-79.82) "
#Original Data File(s):
#macav2livneh_tasmax_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_bcc-csm1-1-m_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_BNU-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_CanESM2_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_CCSM4_r6i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_CNRM-CM5_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_CSIRO-Mk3-6-0_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_GFDL-ESM2M_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_GFDL-ESM2G_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#macav2livneh_tasmax_HadGEM2-CC365_r1i1p1_rcp45_2006_2099_CONUS_daily_aggregated.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_bcc-csm1-1_rcp45(K),tasmax_bcc-csm1-1-m_rcp45(K),tasmax_BNU-ESM_rcp45(K),tasmax_CanESM2_rcp45(K),tasmax_CCSM4_rcp45(K),tasmax_CNRM-CM5_rcp45(K),tasmax_CSIRO-Mk3-6-0_rcp45(K),tasmax_GFDL-ESM2M_rcp45(K),tasmax_GFDL-ESM2G_rcp45(K),tasmax_HadGEM2-CC365_rcp45(K)"
""
yyyy-mm-dd,tasmax_bcc-csm1-1_rcp45(K),tasmax_bcc-csm1-1-m_rcp45(K),tasmax_BNU-ESM_rcp45(K),tasmax_CanESM2_rcp45(K),tasmax_CCSM4_rcp45(K),tasmax_CNRM-CM5_rcp45(K),tasmax_CSIRO-Mk3-6-0_rcp45(K),tasmax_GFDL-ESM2M_rcp45(K),tasmax_GFDL-ESM2G_rcp45(K),tasmax_HadGEM2-CC365_rcp45(K)
2006-01-29,289.003387,277.798065,270.972809,276.861603,284.808105,283.602386,285.503021,275.541931,279.493103,282.557922
2006-01-30,292.136322,278.495605,272.749634,274.544037,283.022705,277.633392,285.891510,278.042664,277.319733,280.341736
2006-01-31,290.099274,275.569244,276.901855,264.523926,275.830902,273.024933,279.159393,276.650269,283.481262,279.852203
2006-02-01,279.581146,273.545074,279.813660,276.463348,278.852936,277.352814,285.740814,280.811646,282.846924,282.251862
2006-02-02,273.734039,274.692261,280.408630,277.237152,281.241699,285.339172,283.410370,293.731415,285.443634,285.782166
2006-02-03,276.446228,275.347046,278.965363,272.609558,285.459015,287.153931,279.958984,290.589966,285.438202,281.078461
2006-02-04,284.950989,279.147034,285.216095,258.036285,284.718903,284.233704,281.173401,272.008270,283.313812,281.123779
2006-02-05,289.104156,275.561462,287.483246,265.364471,288.832184,279.427216,278.139160,276.387177,285.230988,282.075806
2006-02-06,291.972809,280.639984,288.631744,265.434692,282.513031,276.474670,284.562531,279.182190,288.506653,284.083282
2006-02-07,286.459137,276.759644,286.022339,266.471710,281.934235,281.257477,286.923828,280.133728,289.686493,287.886322
2006-02-08,289.316528,271.167236,283.350708,272.120697,292.264496,280.055511,295.020508,285.072754,288.522095,291.459137
2006-02-09,296.094238,274.756561,284.552185,277.160156,290.571411,273.467468,287.979645,285.756592,288.397369,296.236633
2006-02-10,292.679382,270.465088,284.551300,275.335114,290.005829,279.816589,285.497681,284.963837,280.645538,291.528076
2006-02-11,283.489685,271.552979,283.763489,276.575531,286.274353,285.465912,289.673309,284.800476,291.039520,285.205444
2006-02-12,281.845032,267.938141,285.948425,276.317841,288.907471,282.850250,285.058472,283.889313,292.788544,280.031525
2006-02-13,283.726593,270.637451,281.864288,277.419464,289.355560,277.652771,291.362335,285.246185,291.339630,272.890411
2006-02-14,282.493317,271.006561,286.434265,283.329926,279.404388,281.647064,295.825378,284.055389,289.941681,275.308533
2006-02-15,288.627960,275.338501,285.369141,281.518677,285.644043,282.822845,294.622894,286.099304,291.960388,275.008057
2006-02-16,293.248962,275.619751,278.798706,279.224762,292.431763,283.782593,293.069519,285.607086,295.016541,276.236694
2006-02-17,290.388947,280.681641,279.527740,278.735779,297.208984,281.585419,295.134796,280.184937,295.547241,282.425873
2006-02-18,282.402161,284.473572,274.501923,279.951843,292.439026,286.082123,287.124786,277.798340,297.623108,290.558197
2006-02-19,290.069519,290.486572,258.925293,277.959961,299.655396,278.837799,286.238525,277.112061,294.753754,295.712219
2006-02-20,286.342224,290.906311,275.135803,280.190704,297.751465,283.777740,286.436737,282.045563,294.978180,293.100037
2006-02-21,290.639313,292.130310,280.097809,286.987823,296.812042,274.321411,283.238281,284.403229,292.500305,289.136261
2006-02-22,287.036560,283.427155,285.189209,281.434082,296.810608,279.159363,291.325073,286.149353,287.577698,282.025085
2006-02-23,295.123291,284.111938,285.574371,278.992462,296.940094,275.083282,285.240326,288.320435,283.764954,281.437500
2006-02-24,299.912140,287.982727,289.161011,287.907288,288.462463,274.554962,281.415344,285.388428,289.466705,286.349152
2006-02-25,299.031464,283.390991,281.821503,282.826691,287.391357,284.184753,276.500122,287.073822,289.289703,284.947296
2006-02-26,299.776703,285.540466,278.704437,278.788849,292.193726,284.051117,277.445435,283.914215,291.484528,276.553833
2006-02-27,297.623108,279.339874,279.706085,274.907593,296.460144,283.769440,278.072449,285.575073,294.477905,270.703522
2006-02-28,295.413544,275.812317,278.746735,277.420715,298.027283,289.570038,281.551636,287.576172,289.046295,273.350220
2006-03-01,296.048523,278.278503,282.064270,278.233215,294.500031,286.583527,281.742920,288.160248,295.619110,274.475494
2006-03-02,296.866760,285.667419,281.672760,280.680176,299.617004,289.044373,279.280579,281.569885,303.379150,276.187836
2006-03-03,288.976501,291.043427,283.839905,277.101135,301.506836,286.099640,289.285492,286.102203,301.228394,276.700684
2006-03-04,283.425354,293.445923,277.513763,277.587097,301.698761,279.362396,287.763519,288.856903,303.693359,278.059387
2006-03-05,289.034790,292.816498,270.506042,280.829987,300.564880,283.286041,287.613251,289.577179,299.931702,284.225769
2006-03-06,296.325897,288.016083,272.348877,282.974854,291.691254,276.938507,285.879547,287.156403,287.613556,283.115356
2006-03-07,290.027130,286.694336,265.639374,290.845764,290.805817,276.838715,280.245453,286.198730,296.326752,278.761841
2006-03-08,278.081299,290.955139,270.109406,287.021027,295.709290,275.151672,287.614990,286.186401,294.444336,282.511292
2006-03-09,278.463409,292.109283,280.304199,277.370148,287.152985,284.621582,283.937378,286.537720,289.585297,295.292847
2006-03-10,285.031097,288.679260,283.743561,276.445557,284.670227,289.201935,284.979553,290.132782,289.617798,290.825226
2006-03-11,286.313202,287.105194,285.150024,283.743713,284.148163,292.330627,295.102142,289.655090,291.533417,285.100006
2006-03-12,285.594940,290.195801,285.328613,285.455109,290.375397,290.456146,295.372650,285.476013,288.037292,282.333191
2006-03-13,282.625549,289.429657,283.915436,287.052032,298.437195,293.214996,294.566132,285.633301,277.056671,278.062347
2006-03-14,287.522705,280.442810,288.548981,286.724548,295.003174,293.978882,294.206482,283.819092,278.329498,283.246338
2006-03-15,294.014496,278.433624,278.083588,281.380005,294.518311,291.882843,292.050934,286.447601,283.219940,279.336273
2006-03-16,288.929657,282.234894,278.793060,284.911804,292.878937,284.168671,293.096832,287.799957,294.446472,287.661896
2006-03-17,281.310638,284.947388,276.416199,285.989502,284.142853,285.491455,289.941040,283.017639,288.308075,287.492035
2006-03-18,286.359772,282.534027,276.136108,279.296265,285.621613,291.710175,291.760895,287.295959,291.948029,288.602997
2006-03-19,280.000610,280.607819,272.884338,283.706970,288.605225,289.348816,296.369385,291.504822,295.267151,292.136536
2006-03-20,279.510986,281.235168,275.465118,285.140503,287.671570,297.983398,290.873779,289.062195,299.663544,294.378723
2006-03-21,279.705353,287.254120,277.815216,279.288696,284.409180,287.518982,289.754852,288.306641,296.457703,289.292175
2006-03-22,285.303497,291.546631,279.809570,277.190338,279.186707,285.351746,286.912598,293.089294,293.142212,284.954865
2006-03-23,288.857361,284.894379,280.134308,279.387695,279.634338,292.204865,289.664001,291.117065,296.449066,283.519135
2006-03-24,287.401398,284.692841,281.110992,280.998199,286.135376,293.569672,292.558350,283.444702,302.477722,281.937500
2006-03-25,285.048126,282.002136,281.005981,278.098511,290.527618,295.537811,282.915619,279.472351,294.073395,285.848389
2006-03-26,291.901581,289.314301,280.307892,279.156891,282.208710,293.667267,279.245575,289.444275,292.427124,285.509399
2006-03-27,286.284515,296.023193,279.569305,284.943726,284.984253,286.574066,282.498260,289.432556,285.379700,288.470459
2006-03-28,288.944763,290.226318,280.204590,285.749603,287.691071,282.168945,278.602844,279.426788,290.949097,288.332336
2006-03-29,294.453339,294.992401,284.691956,291.946960,289.993225,279.014923,279.998444,293.929077,292.212585,292.122681
2006-03-30,289.564087,298.868256,282.329987,293.593079,296.669800,280.680847,286.598267,295.255066,281.448578,295.578857
2006-03-31,286.791260,295.794769,284.528351,285.642944,285.245819,281.816956,284.112915,291.384155,281.449921,287.034515
2006-04-01,290.317078,290.722260,282.840027,284.364746,283.839600,281.067352,289.316833,290.445129,284.626770,283.674316
2006-04-02,288.829956,286.665619,283.352081,287.012177,295.295227,284.645782,291.217407,297.786224,291.309967,283.725677
2006-04-03,294.325745,285.685577,284.026184,293.572601,288.712891,283.276093,294.301117,299.069611,296.525330,291.480408
2006-04-04,291.841492,285.492950,278.425110,294.766968,286.400055,282.457794,288.317383,301.349213,297.667664,294.900208
2006-04-05,289.226044,288.751740,278.069794,289.696655,286.205414,283.543182,291.363586,301.148010,294.530365,287.123444
2006-04-06,287.602051,290.879333,281.972687,286.583191,294.243988,288.231140,292.774414,298.708466,296.663605,282.596985
2006-04-07,291.213806,286.574371,280.553955,279.984406,292.884186,292.568420,292.172333,300.308319,298.847931,286.910187
2006-04-08,291.759644,286.951935,275.637878,288.860199,290.249634,293.431366,286.290161,296.518982,300.529846,293.246918
2006-04-09,291.114960,282.772461,278.931580,297.306427,289.383514,283.638397,285.540436,284.834747,294.335785,297.727417
2006-04-10,292.309387,284.125122,288.675995,293.799500,293.102936,291.150665,289.289276,288.183533,295.832825,291.708221
2006-04-11,298.277039,286.529388,281.336029,288.210083,299.029449,287.189301,287.848480,284.964478,302.920258,294.742401
2006-04-12,291.425720,293.269257,284.797577,288.960571,302.792725,287.211731,285.797028,295.548401,302.666443,297.696686
2006-04-13,289.226807,297.567352,282.024811,296.350525,297.419891,289.204163,287.692474,296.960083,295.278290,297.228149
2006-04-14,284.132141,299.942596,282.078644,288.121765,300.649628,288.026398,282.468384,295.787445,298.566071,296.069153
2006-04-15,292.141022,298.178467,283.686340,291.671967,299.132324,287.098206,288.593140,286.134369,305.509064,290.005920
2006-04-16,290.698669,298.173065,291.042908,290.685699,299.028564,293.541840,285.288300,288.033234,300.193573,288.047424
2006-04-17,287.825806,297.824738,290.100006,286.769409,302.150635,302.086639,286.248993,289.693329,291.346130,291.015747
2006-04-18,284.047150,298.554504,289.396851,288.208405,301.762970,302.886871,291.046570,292.031464,288.189911,290.897217
2006-04-19,292.178131,294.007324,286.469330,284.040619,300.995270,297.565277,293.753967,297.745270,284.570618,292.696381
2006-04-20,288.617523,290.058411,283.965637,287.633698,307.049225,300.167786,295.067413,297.016632,298.024445,295.091675
2006-04-21,289.506012,288.778900,286.005219,289.974091,304.342773,292.800201,297.050323,294.307617,295.598358,299.581543
2006-04-22,291.017456,294.951630,288.941498,288.474457,302.757507,291.751434,288.918396,294.276306,292.638184,297.494354
2006-04-23,297.795593,298.260223,286.817780,282.377106,302.657471,290.762756,301.998535,297.061646,297.228149,298.716675
2006-04-24,296.513855,292.119781,288.021149,283.392822,299.166992,302.188690,298.673767,299.045685,298.725677,303.349640
2006-04-25,295.593536,287.305389,290.720032,287.502930,296.069305,299.229828,292.439941,296.314606,298.567535,300.082855
2006-04-26,294.647858,289.189789,295.094666,288.420441,294.226990,288.867096,287.908112,299.945801,295.320587,292.336090
2006-04-27,296.116821,291.373901,295.172516,287.646759,293.126434,287.579803,292.184570,299.923248,295.511078,292.690338
2006-04-28,296.959290,289.039825,290.874023,290.913300,294.229645,292.225525,292.985687,302.058075,295.107880,302.657654
2006-04-29,294.783051,290.101349,288.755585,291.045227,293.080994,286.992859,286.412140,302.683258,291.350494,304.933228
2006-04-30,287.848663,299.979736,289.907715,294.408051,288.112518,292.418701,290.861786,297.773376,298.555023,301.128571
2006-05-01,290.281769,291.156616,288.950104,290.326996,293.530609,298.735687,288.230103,295.570892,302.961731,295.673218
2006-05-02,290.880249,286.702637,295.172272,296.850861,290.884552,298.963409,291.005768,295.348846,298.369507,297.064331
2006-05-03,289.070251,294.866547,297.571411,295.039001,284.211884,303.153931,298.264740,290.323853,285.969116,294.811340
2006-05-04,284.709106,296.990692,296.891022,296.109070,287.475922,297.589417,302.680573,290.287903,292.402710,290.636627
2006-05-05,297.359436,294.314636,295.639618,290.344330,289.375366,297.262390,300.861267,292.807068,289.304413,289.667358
2006-05-06,303.367065,296.546112,293.047058,297.054596,296.653748,294.531342,293.763489,296.453156,287.399078,286.682892
2006-05-07,304.310730,298.850037,289.707672,299.772766,291.678009,298.144958,293.675934,295.278351,282.414978,288.011810
2006-05-08,302.920990,299.483978,296.683594,303.569946,298.847076,300.718506,292.525421,299.737518,284.783020,289.324890
2006-05-09,299.810760,297.576141,302.771423,302.183868,299.159271,299.759369,291.948486,296.003784,283.573425,293.392792
2006-05-10,294.454132,295.285278,299.141174,303.345032,297.146759,298.893097,292.565460,298.850739,295.106781,292.404114
2006-05-11,304.680298,294.826691,303.184174,294.497284,290.785248,297.210022,298.958740,301.858917,293.129333,294.266113
2006-05-12,303.320679,297.847168,299.096283,298.972351,297.827881,303.076355,298.519318,302.512299,298.824310,290.654572
2006-05-13,298.081940,295.636749,294.883026,297.357483,285.421173,295.377747,305.552399,301.786346,298.135590,287.864075
2006-05-14,302.764740,297.949371,298.952454,293.319122,286.355591,292.856140,298.812897,300.995483,291.789856,290.078552
2006-05-15,303.308899,300.226685,301.459534,295.934814,295.176392,296.006622,298.052521,300.867065,294.469574,299.841400
2006-05-16,302.909729,298.484711,300.048950,297.232849,298.455780,295.024719,294.678040,296.406921,303.897034,297.747528
2006-05-17,297.009979,298.099854,299.133270,299.471985,299.061646,302.078186,296.407837,298.443848,304.819519,293.310150
2006-05-18,294.213379,298.887512,298.051666,301.349121,297.449615,301.933685,288.363373,300.468658,303.279510,291.971527
2006-05-19,295.170471,294.280884,296.251404,301.508148,297.217377,297.153778,297.058350,300.625946,302.673157,298.615082
2006-05-20,293.509186,293.972046,297.822235,299.528625,300.231812,296.527557,299.986725,298.135529,305.352173,301.209076
2006-05-21,296.448456,299.633484,298.492371,300.626831,301.145538,297.719696,299.630249,296.935120,304.014740,296.486481
2006-05-22,296.813263,299.384003,299.812561,302.631653,303.234192,298.158630,301.348358,297.599609,302.410034,291.626312
2006-05-23,298.070160,297.449158,299.258118,300.446777,304.565948,301.916809,301.784637,291.787140,297.489594,297.046234
2006-05-24,295.037598,303.822784,299.724731,298.377747,298.114166,301.398438,298.811951,292.527710,299.910156,299.803619
2006-05-25,296.293793,304.004761,297.552948,299.227753,292.994049,302.266815,297.173187,294.008179,301.945099,299.044067
2006-05-26,297.279205,301.633972,296.693237,303.076416,289.887695,306.096252,301.599182,297.786041,303.199829,300.138824
2006-05-27,297.584290,298.700867,300.002380,300.582245,296.928284,303.010651,300.647034,297.729462,304.642731,295.372253
2006-05-28,297.685822,300.756866,298.247589,299.942871,299.193848,298.517273,300.846313,297.109375,302.465271,299.274353
2006-05-29,295.397949,305.104645,300.346863,300.842072,304.420441,293.106110,300.072083,300.462708,300.247589,300.657715
2006-05-30,295.334839,304.582947,302.495453,298.869537,303.748169,297.888580,300.640259,298.483521,300.449158,301.010162
2006-05-31,294.186096,304.559235,300.829315,300.856079,303.951569,293.308990,301.109497,294.539490,297.056854,303.565887
2006-06-01,290.970337,300.066376,298.449371,304.841614,302.118713,296.312622,297.877197,297.470642,299.736786,302.831879
2006-06-02,297.731689,297.881805,303.553864,306.364655,305.041962,297.494141,297.651733,299.399323,302.638489,304.117096
2006-06-03,300.957947,303.992279,302.823669,302.537079,299.073578,294.433136,300.368988,300.332184,304.813080,304.356506
2006-06-04,299.678253,300.447327,300.991852,304.425781,303.790649,301.150452,301.553955,301.095062,304.567993,305.762238
2006-06-05,288.275818,304.533356,303.310547,304.318268,299.995300,300.592743,302.029236,297.736298,305.510864,305.700989
2006-06-06,292.397339,301.882172,304.175934,304.887115,301.885925,302.988586,301.027954,295.583832,306.791962,304.888397
2006-06-07,289.831909,298.841064,301.663818,297.281525,298.171875,301.260498,296.683258,297.293060,306.786865,304.005402
2006-06-08,298.853455,301.349548,294.791382,300.003082,296.985779,299.622864,297.429565,298.080292,304.862915,303.826874
2006-06-09,296.625946,303.639771,297.729431,301.230347,301.709930,297.387146,298.746246,298.271912,305.036072,301.939453
2006-06-10,299.856689,302.790222,303.547394,299.593140,303.164215,293.775543,301.117523,292.900085,306.173309,302.664398
2006-06-11,302.229370,303.782318,302.898682,301.139343,302.596832,295.709045,301.055573,290.966431,309.915161,304.645660
2006-06-12,302.157776,303.823151,302.526184,304.890472,301.925568,293.980377,298.722504,294.077393,306.434174,305.040497
2006-06-13,300.186157,306.120239,301.467010,306.375519,303.689178,298.420990,299.485291,290.885010,304.183044,304.609772
2006-06-14,300.427246,306.103485,303.037079,307.072144,303.095947,296.701019,301.083984,295.587372,308.166443,292.219391
2006-06-15,300.647156,306.183472,302.012451,302.914856,301.523407,296.419037,301.304962,299.217651,306.147644,293.111053
2006-06-16,298.078583,307.583710,300.890015,304.611328,303.910370,297.229340,302.941559,299.971100,304.752136,300.032684
2006-06-17,296.069000,304.550415,299.062805,300.580841,301.354645,301.301361,303.087067,301.973358,308.214203,301.574677
2006-06-18,300.505280,307.023804,300.750885,298.533600,299.992371,300.514465,302.969330,302.898865,306.001007,304.114868
2006-06-19,301.885468,305.592682,300.656281,301.807281,302.675568,297.851196,301.607056,302.504395,304.346649,306.691681
2006-06-20,300.684875,309.051392,301.421417,304.985443,304.550812,302.210968,301.163849,302.498932,301.875977,305.771881
2006-06-21,302.055756,307.225891,304.204590,304.306519,307.124084,304.030304,304.268677,302.010651,303.035126,306.511017
2006-06-22,303.423676,303.789856,304.798187,303.006226,304.318298,305.194092,306.193298,301.722595,304.285339,307.292450
2006-06-23,304.372406,307.709290,304.199432,304.272003,302.244934,303.594879,303.206818,295.869812,299.294983,307.190094
2006-06-24,304.305420,305.972015,304.308777,303.282104,303.508881,301.212128,303.361664,294.353210,295.672668,305.624207
2006-06-25,304.803528,305.067017,304.370453,303.491394,303.430847,295.781952,299.842590,301.040466,300.674530,304.238251
2006-06-26,301.147705,302.223907,302.796051,302.552948,299.846222,296.170197,304.355896,302.903931,301.459991,305.598969
2006-06-27,301.466278,308.709808,302.869537,304.032166,300.291687,301.313019,302.606018,301.238983,302.852295,306.011261
2006-06-28,302.335052,309.965179,305.021667,302.576996,301.319855,301.784576,299.101135,300.933594,295.574066,307.136353
2006-06-29,303.307159,306.543793,303.298035,302.520447,305.762512,301.645844,303.186890,300.017212,297.561310,307.756744
2006-06-30,301.879272,308.443146,304.386749,304.528595,306.138153,301.955719,303.002899,301.506226,295.773407,303.834900
2006-07-01,301.801178,309.170166,301.146729,304.412445,302.127289,303.974304,304.484039,302.240448,298.732727,303.396484
2006-07-02,296.967102,305.596649,297.221466,304.813690,303.759644,299.924011,304.927460,303.104645,299.489777,302.542633
2006-07-03,299.090790,307.114685,298.732635,302.533966,305.061981,300.625031,305.287842,305.137238,302.313904,302.665070
2006-07-04,298.501465,306.092407,303.781738,299.973846,300.910828,300.824982,305.132080,304.628174,304.124420,303.468018
2006-07-05,298.926575,305.235931,302.403778,303.000458,302.647858,297.657776,302.669189,303.898010,297.746307,303.639526
2006-07-06,304.595978,308.469604,302.482758,303.419159,301.372070,294.285431,305.294373,305.912262,297.164062,303.369415
2006-07-07,302.990662,305.656708,301.410278,301.850983,303.792511,297.835175,305.066772,302.313690,300.289917,304.976257
