time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,CAR_dic,CAR_pH,SIL_rsi,CAR_ch4,PHY_cyano,PHY_cyano_IN,PHY_cyano_IP,PHY_green,PHY_green_IN,PHY_green_IP,PHY_diatom,PHY_diatom_IN,PHY_diatom_IP
2015-07-22,0.3257,26.0787,0,247.0918,0.1935,0.1429,0.0251,19.1904,193.0325,11.2885,0.7121,6.4087,1.4241,-8.00E-04,-0.0068,-0.0176,49.6714,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-07-23,0.228,25.10475,0,250.1658,0.0141,0,0.0134,32.2502,324.3993,18.9707,1.1916,10.7247,2.3833,0.0348,0.3132,0.8121,66.4596,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-07-24,0.1596,25.55715,0,248.7295,0.198,0.1566,0.1032,34.7691,349.7358,20.4524,1.2041,10.8365,2.4081,0.0206,0.1856,0.4813,70.0098,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-07-25,0.1117,25.7148,0,248.2325,0.3593,0.0088,0.0508,14.418,145.0278,8.4812,1.0644,9.5799,2.1289,0.0135,0.1219,0.316,57.2372,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-07-26,0.0782,26.08815,0,247.0626,0.4272,0.0809,0.0192,30.6749,308.5533,18.0441,0.1016,0.9141,0.2031,0.016,0.1442,0.3738,76.1847,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-07-27,0.0547,26.2971,0,246.412,0.2056,0,0.0216,14.0819,141.6473,8.2835,0.9703,8.7323,1.9405,0.054,0.4856,1.2589,40.31,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-07-28,2.4157,26.31585,0,246.3538,0.347,0,0.0123,0,0,0,1.2868,11.5808,2.5735,-4.00E-04,-0.0033,-0.0086,46.7985,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-07-29,1.7004,26.71035,0,245.1338,0.5868,0.063,0.0342,15.9494,160.4323,9.382,1.3077,11.7691,2.6154,0.0064,0.058,0.1503,46.6668,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-07-30,1.1903,27.03165,0,244.1477,0.522,0.0934,0.0269,8.2994,83.4822,4.882,1.0974,9.8765,2.1948,0.036,0.3242,0.8404,73.1299,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-07-31,0.8332,25.00245,0,250.4922,0.5555,0.0873,0.1002,0,0,0,0.8234,7.4102,1.6467,0.0343,0.309,0.8011,58.2337,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-01,0.5832,24.41265,0,252.3907,0,0.1056,0.0139,26.2125,263.667,15.4191,0.7241,6.5173,1.4483,-4.00E-04,-0.0038,-0.0097,55.0713,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-02,0.4083,23.0277,0,256.9497,0.3309,0.1151,0.046,30.5536,307.3337,17.9727,0.7682,6.9141,1.5365,0.0103,0.0928,0.2406,70.4619,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-03,0.2858,23.40795,0,255.6833,0,0.0524,0,39.4802,397.1247,23.2237,0.918,8.2616,1.8359,0.0197,0.1774,0.4599,37.3483,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-04,0.2,24.96645,0,250.6076,0.4005,0,0.0668,23.4582,235.9616,13.7989,0.8472,7.6244,1.6943,0.0253,0.2275,0.5899,58.8285,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-05,0.14,25.1295,0,250.0866,0.2457,0.0903,0,20.2373,203.5636,11.9043,1.0467,9.4207,2.0935,0.0168,0.1511,0.3917,61.2243,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-06,0.137,23.96055,0,253.8629,0.2194,0.1182,0.0505,30.9912,311.735,18.2301,0.7741,6.9673,1.5483,0.0631,0.5678,1.472,63.142,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-07,0.4759,22.54605,0,258.569,0.2948,0.0511,0.1045,25.0487,251.9605,14.7345,1.2647,11.3825,2.5295,0.0134,0.1204,0.3122,66.9752,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-08,0.3331,22.7163,0,257.9947,0.4217,0.0841,0.0104,16.4255,165.2212,9.6621,0.4382,3.9437,0.8764,0.0388,0.3491,0.905,46.9925,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-09,0.2332,23.28,0,256.1083,0.5309,0,0.0283,31.0392,312.2182,18.2584,1.153,10.3771,2.306,0.0164,0.1475,0.3824,39.2621,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-10,0.2508,23.2392,0,256.2439,0.3884,0.0666,0.1254,64.2426,646.2054,37.7898,1.1749,10.5742,2.3498,0.0557,0.5015,1.3003,41.3975,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-11,6.0453,24.29685,0,252.7664,0.7574,0.0445,0.0084,4.1881,42.1273,2.4636,0.6728,6.0554,1.3456,0.0553,0.4974,1.2896,72.0333,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-12,4.2317,23.4804,0,255.4433,0.1356,0.0792,0.0831,36.2171,364.3009,21.3041,0.5714,5.1427,1.1428,0.0232,0.2086,0.5407,80.8379,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-13,2.9622,22.71825,0,257.9879,0.2104,0.1105,0.052,9.8403,98.982,5.7884,0.7695,6.9253,1.539,0.0381,0.3428,0.8887,97.3476,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-14,2.0735,23.0547,0,256.8593,0.5484,0.0021,0,29.3772,295.4996,17.2807,0.7061,6.3547,1.4122,0.0233,0.2095,0.5431,63.9332,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-15,1.4515,24.05025,0,253.5696,0.7492,0.1626,0.0852,37.0184,372.3617,21.7755,0.9898,8.9079,1.9795,0.0156,0.1407,0.3648,55.1961,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-16,1.016,24.2889,0,252.7922,0.4075,0.1058,0.063,34.2499,344.5142,20.147,0.9396,8.4562,1.8792,0.011,0.0991,0.2568,59.0706,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-17,0.7112,24.8385,0,251.0177,0.4858,0.1209,0.0908,0,0,0,1.0509,9.4577,2.1017,-0.0017,-0.015,-0.0388,43.7539,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-18,1.2088,24.75435,0,251.2877,0.6341,0.0383,0,31.3078,314.9193,18.4163,1.4512,13.0607,2.9024,0.0134,0.1202,0.3117,61.6755,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-19,0.9107,25.1862,0,249.9058,0,0.085,0.0988,39.7935,400.276,23.408,0.85,7.65,1.7,0.0056,0.0506,0.1312,72.6228,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-20,0.6517,25.0401,0,250.3718,0.5001,0.0016,0.0153,8.7948,88.465,5.1734,0.3825,3.4421,0.7649,0.043,0.3873,1.004,37.8694,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-21,0.4562,22.8465,0,257.5565,0.6916,0.0926,0.0221,46.2568,465.2895,27.2099,1.2393,11.1541,2.4787,0.0472,0.425,1.1018,61.5167,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-22,0.3193,21.98595,0,260.4754,0.5776,0.0642,0,18.8949,190.06,11.1146,1.1818,10.636,2.3636,0.0224,0.2017,0.523,54.0911,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-23,0.2235,22.54845,0,258.5611,0.3139,0.0357,0.0798,50.0308,503.2506,29.4299,0.0928,0.8351,0.1856,0.0712,0.6412,1.6624,40.7252,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-24,0.1565,23.61765,0,254.99,0.9416,0.044,0.0337,39.5136,397.4608,23.2433,0.0473,0.426,0.0947,0.063,0.5674,1.4709,60.7275,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-25,0.1095,21.23925,0,263.0559,0.3656,0.0127,0.0372,34.2419,344.4332,20.1423,0.5008,4.5071,1.0016,0.0865,0.7782,2.0177,49.8402,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-26,0.0767,19.0422,0,270.918,0.9141,0.099,0.0502,40.3442,405.8152,23.7319,0.3569,3.2125,0.7139,0.0064,0.0578,0.1498,62.4859,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-27,0.0537,19.0056,0,271.0524,0.3888,0.0374,0.0139,6.1239,61.5996,3.6023,1.031,9.2786,2.0619,0.0293,0.2634,0.6829,85.8744,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-28,0.0376,19.8204,0,268.0856,0.2885,0.0777,0.0242,21.9793,221.0856,12.929,1.9151,17.2363,3.8303,-7.00E-04,-0.0065,-0.0169,47.0034,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-29,0.0263,20.1861,0,266.7731,0,0.1054,0.0026,56.1203,564.5042,33.0119,0.5411,4.8702,1.0823,0.0088,0.0794,0.2059,81.1461,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-30,0.0184,20.65575,0,265.1038,0.6589,0.11,0,17.812,179.1674,10.4776,0.6619,5.9568,1.3237,0.0437,0.3931,1.0191,51.9107,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-08-31,0.0129,21.16485,0,263.3154,0.3102,0.0414,0.0076,59.8562,602.0825,35.2095,0.9717,8.7449,1.9433,0.0206,0.1857,0.4815,46.4384,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-01,0.009,21.8556,0,260.9225,0,0.2087,0,54.0126,543.3037,31.7721,0.3942,3.5476,0.7884,0.0326,0.2935,0.7608,42.1929,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-02,0.0063,22.52325,0,258.6461,0.021,0.1018,0.0166,27.2242,273.8432,16.0142,1.0655,9.5897,2.131,0,-4.00E-04,-9.00E-04,61.555,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-03,0.0044,22.1853,0,259.794,0.5361,0.086,0.1068,19.5318,196.467,11.4893,0.3866,3.4795,0.7732,0.0667,0.6007,1.5574,32.9013,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-04,4.6937,21.85455,0,260.9263,0.2178,0.1129,0.0229,23.7451,238.848,13.9677,0.8853,7.9673,1.7705,-7.00E-04,-0.0062,-0.016,22.5856,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-05,3.2856,22.61835,0,258.3251,0,0.0284,0.0367,35.0745,352.8082,20.6321,1.0497,9.4475,2.0994,0.0162,0.1457,0.3778,62.1823,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-06,2.2999,22.08705,0,260.1295,0.466,0.1797,0.0863,42.9637,432.1646,25.2728,0.5508,4.957,1.1015,0.0191,0.1715,0.4447,38.8147,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-07,1.6099,22.20645,0,259.7221,0.5345,0.0746,0.0594,50.7577,510.5632,29.8575,0.7031,6.3279,1.4062,0.0103,0.0925,0.2398,59.5957,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-08,1.1269,22.8192,0,257.6484,0.1594,0.0029,0,41.1835,414.2576,24.2256,1.2795,11.5156,2.559,0.0421,0.3785,0.9812,63.4234,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-09,0.7889,23.3223,0,255.9675,0.2384,0.1526,0.0879,29.3929,295.6584,17.29,0.9945,8.9504,1.989,0.0232,0.2086,0.5409,62.4723,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-10,0.5854,23.1066,0,256.686,1.0125,0.0135,0,19.0386,191.5063,11.1992,0.6938,6.2439,1.3875,0.0296,0.2667,0.6914,45.816,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-11,0.4098,21.48375,0,262.2059,0.7795,0.1338,0.0154,32.9544,331.4828,19.385,1.3228,11.9049,2.6455,0.0214,0.193,0.5004,74.7504,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-12,0.427,20.27145,0,266.4685,0.2366,0.0916,0.081,1.6974,17.0741,0.9985,1.029,9.2607,2.0579,0.0459,0.4128,1.0703,50.1774,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-13,0.2989,15.49365,0,284.5372,0.7209,0.0784,0.0749,65.5639,659.4961,38.567,0.9735,8.7616,1.947,-0.0022,-0.0202,-0.0524,60.4246,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-14,0.2092,13.86765,0,291.1924,0.4652,0.0807,0.0905,37.0472,372.6514,21.7925,0.2555,2.2998,0.5111,0.044,0.396,1.0267,56.6232,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-15,0.1465,15.33,0,285.1945,0.3489,0.0867,0.02,49.1874,494.7678,28.9338,1.1189,10.0704,2.2379,0.0269,0.2417,0.6267,69.7153,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-16,0.1025,16.18035,0,281.8074,0.7014,0.0936,0.0192,22.5201,226.5253,13.2471,0.6625,5.9621,1.3249,0.0041,0.0365,0.0946,66.4289,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-17,0.0718,16.5009,0,280.5488,0,0,0.0299,47.6691,479.4954,28.0407,0.4103,3.6927,0.8206,0.0078,0.0704,0.1826,49.1524,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-18,0.0502,17.05845,0,278.3842,0.1762,0.1162,0.0407,35.9336,361.4496,21.1374,0.478,4.3021,0.956,0.0398,0.3584,0.9292,39.9175,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-19,0.0352,17.57745,0,276.3955,0.5158,0.0097,0.0225,8.4834,85.3329,4.9902,0.5731,5.1575,1.1461,0.0404,0.3634,0.9422,61.2521,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-20,0.0246,18.6684,0,272.2972,0.6203,0.2021,0,53.1093,534.2169,31.2408,0.678,6.1022,1.356,0.0382,0.3442,0.8923,64.1957,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-21,7.689,15.9465,0,282.7313,0,0.0617,0.1089,12.6484,127.2275,7.4402,1.0579,9.5215,2.1159,0.0387,0.3481,0.9025,61.3867,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-22,8.9261,17.00955,0,278.5729,0.3402,0.0902,0.0877,41.4676,417.1154,24.3927,0.6589,5.93,1.3178,-0.0026,-0.0237,-0.0614,59.9695,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-23,6.2482,17.63325,0,276.1832,0.1369,0.092,0.0503,6.5668,66.0538,3.8628,0.7149,6.4337,1.4297,0.0167,0.1505,0.3903,62.6294,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-24,4.3738,17.39295,0,277.0996,0.2617,0.0276,0.036,29.1716,293.4317,17.1597,0.9075,8.1672,1.8149,-0.0011,-0.0097,-0.0252,66.7691,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-25,3.5843,17.1558,0,278.0093,1.0547,0.0505,0.0778,22.7483,228.821,13.3813,1.3464,12.1173,2.6927,0.0528,0.4754,1.2324,60.9675,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-26,8.272,16.58325,0,280.2272,0.3598,0.0346,0.1295,0,0,0,0.8408,7.5672,1.6816,0.0397,0.3577,0.9274,54.5971,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-27,14.2879,16.9659,0,278.7413,0.4321,0.0232,0.0269,18.1851,182.9208,10.6971,1.1767,10.5904,2.3534,0.0491,0.4415,1.1447,57.3271,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-28,10.6674,18.77985,0,271.8848,1.01,0.0679,0.0974,16.5088,166.059,9.7111,0.3693,3.3238,0.7386,0.001,0.0092,0.024,67.1529,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-29,19.2346,18.9279,0,271.3382,0.0803,0.0266,0.0708,31.1158,312.988,18.3034,1.4495,13.0451,2.8989,0.0387,0.3484,0.9031,95.06,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-09-30,13.4642,19.73265,0,268.4026,0.2572,0.0044,0.0264,33.353,335.492,19.6194,0.1333,1.1999,0.2666,0.0327,0.2945,0.7636,66.1437,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-01,9.425,18.366,0,273.4227,0.5075,0.0782,0,19.3912,195.053,11.4066,1.0313,9.2814,2.0625,0.0403,0.363,0.9412,93.2915,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-02,11.0615,15.9918,0,282.5518,0.0902,0.1767,0,32.7026,328.9493,19.2368,0.1167,1.0505,0.2334,0.023,0.2067,0.5358,75.8346,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-03,13.4009,14.3895,0,289.0262,0.5931,0.0234,0,11.4027,114.6975,6.7075,0.9863,8.8763,1.9725,0.0408,0.3668,0.951,116.9592,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-04,9.8068,14.81325,0,287.2884,0.6089,0.1589,0.0919,36.1263,363.3883,21.2508,1.1846,10.6611,2.3691,0.0254,0.2282,0.5915,47.1792,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-05,6.8648,14.91585,0,286.8709,0.4211,0.1192,0.0572,24.3253,244.6842,14.309,0.6317,5.6857,1.2635,0.0293,0.2635,0.6831,53.6804,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-06,4.8053,15.1623,0,285.8709,0.4887,0.0884,0,41.2168,414.5922,24.2452,1.0088,9.0789,2.0175,0.007,0.0633,0.164,60.1531,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-07,3.3637,16.45215,0,280.7396,0,0.1532,0.0934,22.3389,224.7026,13.1405,0.7697,6.927,1.5393,0.007,0.0626,0.1624,44.9805,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-08,2.3546,17.28345,0,277.519,0,0.044,0.0543,26.4688,266.245,15.5699,0.7781,7.0025,1.5561,0.0217,0.1951,0.5059,53.4024,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-09,2.7354,17.89275,0,275.1997,0.2356,0.0306,0.0551,10.3499,104.1077,6.0882,0.7724,6.9515,1.5448,0.0229,0.2063,0.5348,78.8614,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-10,2.9127,16.4262,0,280.8411,0.3127,0.012,0,0,0,0,0.9781,8.8027,1.9562,0.0447,0.4027,1.044,54.7424,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-11,2.0389,15.73785,0,283.561,0.6939,0.0547,0.0604,44.6614,449.2415,26.2714,0.065,0.585,0.13,0.0259,0.2334,0.6051,73.6806,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-12,1.4272,16.1655,0,281.8659,0.3985,0.0389,0.0436,35.5549,357.6407,20.9147,0.2276,2.0482,0.4552,0.0496,0.4463,1.1571,58.6665,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-13,0.9991,16.5171,0,280.4859,0.484,0.0611,0,34.4086,346.1097,20.2403,0.1823,1.6407,0.3646,0.0415,0.3734,0.968,61.0706,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-14,0.6993,15.6891,0,283.7554,0.5363,0.1074,0.0928,28.5271,286.9493,16.7807,0.3314,2.9829,0.6629,0.0427,0.3842,0.9962,43.8874,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-15,0.4895,14.75535,0,287.5251,0.836,0.0508,0.0312,37.3987,376.187,21.9992,0.0548,0.4928,0.1095,0.0375,0.3376,0.8751,66.2772,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-16,0.3427,14.4315,0,288.853,0.5776,0.1121,0.0105,77.88,783.3816,45.8118,-0.2071,-1.8642,-0.4143,-3.00E-04,-0.0028,-0.0073,82.757,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-17,0.2399,12.57225,0,296.6966,0.1249,0.0519,0.0351,29.0731,292.4409,17.1018,1.0289,9.2603,2.0578,0.0096,0.086,0.2229,54.1541,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-18,0.1679,11.00595,0,303.6034,0.3095,0.0116,0.0033,8.3575,84.0665,4.9162,0.1569,1.4123,0.3138,0.0308,0.277,0.7181,55.2843,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-19,0.1175,10.7157,0,304.9151,0.4671,0.1365,0.0773,29.5764,297.5034,17.3979,1.0071,9.0636,2.0141,0.0272,0.2449,0.635,60.048,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-20,0.0823,11.553,0,301.1588,0.4265,0.0534,0.084,60.2863,606.4088,35.4625,0.873,7.8566,1.7459,0.0597,0.5369,1.3921,71.1116,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-21,0.0576,12.26295,0,298.0379,0.139,0.1267,0.0834,30.0362,302.129,17.6684,0.4399,3.959,0.8798,0.0277,0.2489,0.6453,46.4134,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-22,0.0403,12.8004,0,295.7132,0.7051,0,0.0531,55.1615,554.8593,32.4479,0.3242,2.9174,0.6483,0.034,0.3061,0.7937,41.7015,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-23,0.0282,13.86,0,291.2244,0.8224,0.1151,0.0718,25.0165,251.6363,14.7156,0.1945,1.7503,0.3889,0.0352,0.3167,0.8211,55.0301,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-24,0.0198,12.8544,0,295.4819,0.5726,0.0344,0.0163,27.4263,275.8766,16.1331,0.5236,4.7122,1.0472,0.0178,0.16,0.4148,59.1893,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-25,0.0138,13.07325,0,294.5457,0.1324,0,0.0111,10.4156,104.769,6.1268,1.5195,13.6758,3.0391,0.0196,0.1768,0.4583,38.851,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-26,0.0097,11.04,0,303.4501,0.5933,0,0.013,24.6845,248.2966,14.5203,0.6374,5.7366,1.2748,0.0277,0.2495,0.6468,37.2377,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-27,3.7516,9.62625,0,309.9282,0.6993,0.1125,0.0042,39.0303,392.5993,22.959,0.2853,2.5678,0.5706,0.0123,0.1108,0.2873,44.5633,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
2015-10-28,11.9341,11.58615,0,301.0119,0.0166,0.0375,0.0726,10.4797,105.4139,6.1646,0.3438,3.094,0.6876,0.0582,0.5234,1.3571,77.9244,6.65,82.1513,0.7118,0,0,0,0,0,0,0,0,0
